CardID,CustomerID,CardType,CardStatus
CR05596,C04580,Debit,Expired
CR05597,C01407,Debit,Active
CR05598,C01696,Debit,Active
CR05599,C00691,Debit,Blocked
CR05600,C01071,Debit,Active
CR05601,C03884,Debit,Blocked
CR05602,C03895,Debit,Active
CR05603,C03027,Credit,Blocked
CR05604,C00416,Credit,Blocked
CR05605,C04349,Credit,Blocked
CR05606,C02377,Debit,Expired
CR05607,C03145,Credit,Active
CR05608,C02952,Debit,Expired
CR05609,C03683,Credit,Expired
CR05610,C01222,Debit,Blocked
CR05611,C00132,Credit,Blocked
CR05612,C04740,Debit,Active
CR05613,C01440,Credit,Blocked
CR05614,C04672,Credit,Blocked
CR05615,C00659,Debit,Blocked
CR05616,C03601,Debit,Expired
CR05617,C00887,Credit,Expired
CR05618,C01000,Credit,Active
CR05619,C02606,Credit,Active
CR05620,C00275,Credit,Expired
CR05621,C01042,Credit,Active
CR05622,C01567,Credit,Expired
CR05623,C03082,Credit,Active
CR05624,C03377,Credit,Expired
CR05625,C02974,Credit,Blocked
CR05626,C01700,Debit,Active
CR05627,C02321,Debit,Expired
CR05628,C01571,Debit,Expired
CR05629,C00042,Credit,Blocked
CR05630,C03503,Credit,Blocked
CR05631,C04480,Debit,Expired
CR05632,C01600,Credit,Active
CR05633,C02918,Debit,Active
CR05634,C02101,Credit,Expired
CR05635,C03619,Debit,Expired
CR05636,C00140,Debit,Blocked
CR05637,C00667,Debit,Expired
CR05638,C03733,Debit,Active
CR05639,C03791,Debit,Active
CR05640,C00905,Credit,Blocked
CR05641,C00500,Credit,Active
CR05642,C03442,Debit,Active
CR05643,C00579,Debit,Expired
CR05644,C02505,Debit,Blocked
CR05645,C04746,Credit,Active
CR05646,C00553,Debit,Expired
CR05647,C01204,Debit,Blocked
CR05648,C01365,Debit,Active
CR05649,C03987,Credit,Active
CR05650,C02560,Debit,Active
CR05651,C01923,Credit,Expired
CR05652,C00448,Credit,Blocked
CR05653,C03511,Credit,Blocked
CR05654,C01172,Credit,Active
CR05655,C02339,Credit,Blocked
CR05656,C03641,Debit,Blocked
CR05657,C04347,Credit,Active
CR05658,C02250,Debit,Expired
CR05659,C01984,Credit,Blocked
CR05660,C04929,Credit,Expired
CR05661,C01582,Credit,Expired
CR05662,C02591,Credit,Expired
CR05663,C01840,Credit,Active
CR05664,C02836,Debit,Blocked
CR05665,C01369,Debit,Blocked
CR05666,C00223,Credit,Blocked
CR05667,C01621,Debit,Active
CR05668,C00206,Debit,Blocked
CR05669,C00916,Credit,Blocked
CR05670,C01873,Credit,Active
CR05671,C00981,Credit,Active
CR05672,C00102,Debit,Expired
CR05673,C01183,Debit,Active
CR05674,C03680,Credit,Blocked
CR05675,C04037,Credit,Expired
CR05676,C01896,Debit,Active
CR05677,C04235,Credit,Blocked
CR05678,C01849,Credit,Expired
CR05679,C01846,Credit,Blocked
CR05680,C04606,Credit,Expired
CR05681,C03418,Debit,Expired
CR05682,C00427,Debit,Active
CR05683,C03264,Credit,Blocked
CR05684,C00336,Credit,Active
CR05685,C04016,Credit,Blocked
CR05686,C03408,Debit,Blocked
CR05687,C04562,Debit,Active
CR05688,C00211,Debit,Expired
CR05689,C03833,Credit,Active
CR05690,C00957,Debit,Blocked
CR05691,C03219,Debit,Blocked
CR05692,C03636,Credit,Expired
CR05693,C02253,Credit,Expired
CR05694,C01323,Debit,Blocked
CR05695,C00588,Credit,Blocked
CR05696,C02064,Debit,Active
CR05697,C01363,Credit,Blocked
CR05698,C02192,Debit,Active
CR05699,C04269,Debit,Expired
CR05700,C01273,Credit,Blocked
CR05701,C04444,Debit,Active
CR05702,C03477,Credit,Active
CR05703,C00399,Credit,Active
CR05704,C04195,Debit,Active
CR05705,C01953,Credit,Expired
CR05706,C03143,Credit,Active
CR05707,C04893,Credit,Expired
CR05708,C01873,Credit,Active
CR05709,C03567,Credit,Blocked
CR05710,C00747,Debit,Blocked
CR05711,C03257,Debit,Expired
CR05712,C00122,Credit,Active
CR05713,C01308,Debit,Active
CR05714,C01578,Credit,Blocked
CR05715,C01648,Credit,Blocked
CR05716,C04788,Credit,Expired
CR05717,C03334,Debit,Active
CR05718,C00447,Credit,Blocked
CR05719,C02661,Debit,Expired
CR05720,C00255,Credit,Active
CR05721,C03341,Debit,Expired
CR05722,C01179,Credit,Active
CR05723,C00305,Debit,Active
CR05724,C00150,Credit,Blocked
CR05725,C01618,Debit,Expired
CR05726,C01811,Credit,Expired
CR05727,C02683,Credit,Expired
CR05728,C03921,Credit,Expired
CR05729,C03137,Debit,Active
CR05730,C00630,Credit,Blocked
CR05731,C01775,Debit,Expired
CR05732,C04855,Credit,Expired
CR05733,C01407,Debit,Expired
CR05734,C00533,Credit,Expired
CR05735,C03469,Credit,Expired
CR05736,C02407,Debit,Blocked
CR05737,C00954,Debit,Active
CR05738,C02895,Credit,Expired
CR05739,C03872,Debit,Active
CR05740,C00735,Debit,Blocked
CR05741,C01416,Credit,Expired
CR05742,C02986,Credit,Blocked
CR05743,C03200,Credit,Blocked
CR05744,C02019,Debit,Active
CR05745,C02581,Credit,Expired
CR05746,C04618,Debit,Blocked
CR05747,C03520,Credit,Expired
CR05748,C04335,Credit,Expired
CR05749,C02284,Credit,Expired
CR05750,C04321,Debit,Active
CR05751,C01762,Debit,Expired
CR05752,C04142,Credit,Expired
CR05753,C02712,Debit,Blocked
CR05754,C01108,Debit,Blocked
CR05755,C01210,Credit,Expired
CR05756,C00476,Credit,Active
CR05757,C03887,Credit,Expired
CR05758,C01574,Credit,Expired
CR05759,C04096,Credit,Active
CR05760,C03481,Credit,Active
CR05761,C02071,Debit,Expired
CR05762,C03973,Debit,Active
CR05763,C03887,Debit,Blocked
CR05764,C04026,Debit,Blocked
CR05765,C02305,Debit,Expired
CR05766,C01411,Debit,Active
CR05767,C02045,Debit,Expired
CR05768,C03247,Credit,Expired
CR05769,C02254,Debit,Active
CR05770,C01910,Credit,Active
CR05771,C03710,Debit,Active
CR05772,C02366,Debit,Blocked
CR05773,C02090,Debit,Active
CR05774,C02791,Credit,Expired
CR05775,C04358,Credit,Active
CR05776,C04380,Credit,Active
CR05777,C01719,Credit,Expired
CR05778,C00141,Debit,Expired
CR05779,C04655,Debit,Expired
CR05780,C00355,Debit,Active
CR05781,C01014,Credit,Active
CR05782,C03442,Credit,Active
CR05783,C00336,Debit,Blocked
CR05784,C03131,Credit,Expired
CR05785,C04123,Credit,Active
CR05786,C00831,Debit,Expired
CR05787,C03309,Credit,Expired
CR05788,C03473,Credit,Blocked
CR05789,C03612,Debit,Expired
CR05790,C00566,Debit,Blocked
CR05791,C03533,Credit,Active
CR05792,C04895,Credit,Blocked
CR05793,C02576,Credit,Expired
CR05794,C03845,Debit,Blocked
CR05795,C02962,Credit,Active
CR05796,C01268,Credit,Active
CR05797,C02283,Credit,Blocked
CR05798,C03624,Credit,Active
CR05799,C03442,Debit,Active
CR05800,C04609,Credit,Expired
CR05801,C03170,Debit,Active
CR05802,C02823,Credit,Expired
CR05803,C00114,Credit,Active
CR05804,C01202,Credit,Active
CR05805,C00637,Debit,Expired
CR05806,C02801,Credit,Blocked
CR05807,C00067,Debit,Blocked
CR05808,C04856,Debit,Expired
CR05809,C01270,Credit,Blocked
CR05810,C03450,Debit,Blocked
CR05811,C04097,Credit,Active
CR05812,C03669,Credit,Blocked
CR05813,C02191,Credit,Expired
CR05814,C04825,Debit,Blocked
CR05815,C01074,Credit,Blocked
CR05816,C01417,Debit,Expired
CR05817,C03175,Credit,Expired
CR05818,C02970,Credit,Active
CR05819,C02719,Credit,Expired
CR05820,C02272,Debit,Active
CR05821,C00506,Debit,Blocked
CR05822,C01101,Debit,Active
CR05823,C04065,Credit,Active
CR05824,C00078,Credit,Blocked
CR05825,C03795,Credit,Active
CR05826,C04782,Credit,Expired
CR05827,C00923,Credit,Active
CR05828,C02884,Debit,Blocked
CR05829,C03191,Debit,Active
CR05830,C00054,Debit,Active
CR05831,C02678,Credit,Blocked
CR05832,C04400,Credit,Active
CR05833,C00084,Debit,Active
CR05834,C00351,Credit,Expired
CR05835,C01224,Debit,Active
CR05836,C04698,Debit,Expired
CR05837,C02039,Credit,Active
CR05838,C03512,Credit,Blocked
CR05839,C00835,Credit,Blocked
CR05840,C02994,Credit,Active
CR05841,C03149,Credit,Expired
CR05842,C02365,Debit,Active
CR05843,C04251,Debit,Blocked
CR05844,C00225,Debit,Blocked
CR05845,C03864,Debit,Expired
CR05846,C01898,Debit,Active
CR05847,C02656,Debit,Active
CR05848,C03129,Debit,Active
CR05849,C01283,Debit,Blocked
CR05850,C04071,Credit,Blocked
CR05851,C04934,Credit,Active
CR05852,C03746,Credit,Active
CR05853,C00990,Credit,Blocked
CR05854,C04204,Debit,Active
CR05855,C01181,Credit,Expired
CR05856,C03939,Credit,Active
CR05857,C00899,Debit,Expired
CR05858,C01928,Debit,Expired
CR05859,C04099,Debit,Expired
CR05860,C02996,Credit,Expired
CR05861,C03405,Credit,Active
CR05862,C00489,Credit,Expired
CR05863,C02179,Credit,Active
CR05864,C04906,Debit,Blocked
CR05865,C01695,Debit,Active
CR05866,C04254,Credit,Blocked
CR05867,C04715,Debit,Expired
CR05868,C03341,Credit,Active
CR05869,C03528,Credit,Expired
CR05870,C00409,Debit,Active
CR05871,C00444,Credit,Expired
CR05872,C00718,Debit,Expired
CR05873,C04263,Debit,Expired
CR05874,C03508,Credit,Active
CR05875,C02391,Credit,Blocked
CR05876,C00902,Debit,Expired
CR05877,C03952,Debit,Blocked
CR05878,C02353,Credit,Expired
CR05879,C00770,Credit,Blocked
CR05880,C02896,Debit,Active
CR05881,C04972,Credit,Expired
CR05882,C02595,Debit,Active
CR05883,C01115,Debit,Blocked
CR05884,C04298,Debit,Blocked
CR05885,C02954,Credit,Active
CR05886,C01502,Debit,Active
CR05887,C01723,Credit,Active
CR05888,C02728,Debit,Expired
CR05889,C00708,Credit,Active
CR05890,C02518,Debit,Active
CR05891,C04662,Credit,Active
CR05892,C04917,Debit,Active
CR05893,C03677,Debit,Blocked
CR05894,C04202,Credit,Blocked
CR05895,C01844,Debit,Expired
CR05896,C04336,Debit,Active
CR05897,C02678,Credit,Expired
CR05898,C02592,Credit,Expired
CR05899,C01210,Debit,Expired
CR05900,C00007,Credit,Active
CR05901,C01317,Credit,Active
CR05902,C02635,Debit,Active
CR05903,C04803,Debit,Active
CR05904,C00948,Credit,Active
CR05905,C00109,Debit,Blocked
CR05906,C03349,Debit,Active
CR05907,C03486,Debit,Active
CR05908,C04580,Credit,Active
CR05909,C03900,Debit,Active
CR05910,C01014,Debit,Active
CR05911,C02939,Credit,Blocked
CR05912,C03153,Credit,Active
CR05913,C02303,Debit,Expired
CR05914,C03393,Debit,Blocked
CR05915,C00717,Credit,Expired
CR05916,C02098,Debit,Active
CR05917,C03363,Debit,Expired
CR05918,C02097,Credit,Expired
CR05919,C01840,Credit,Active
CR05920,C01922,Debit,Expired
CR05921,C04936,Debit,Active
CR05922,C01944,Credit,Blocked
CR05923,C02935,Credit,Active
CR05924,C04122,Credit,Expired
CR05925,C01399,Debit,Expired
CR05926,C03046,Debit,Blocked
CR05927,C02533,Credit,Blocked
CR05928,C02329,Debit,Active
CR05929,C03187,Credit,Active
CR05930,C04746,Debit,Blocked
CR05931,C03012,Credit,Expired
CR05932,C03126,Credit,Active
CR05933,C04973,Credit,Active
CR05934,C04701,Credit,Active
CR05935,C02516,Credit,Active
CR05936,C00062,Debit,Expired
CR05937,C03846,Credit,Blocked
CR05938,C03791,Debit,Active
CR05939,C03105,Debit,Blocked
CR05940,C00380,Credit,Active
CR05941,C04907,Debit,Active
CR05942,C02392,Debit,Active
CR05943,C04379,Debit,Expired
CR05944,C02799,Debit,Expired
CR05945,C04098,Credit,Blocked
CR05946,C04660,Debit,Blocked
CR05947,C00009,Credit,Blocked
CR05948,C02363,Credit,Expired
CR05949,C04614,Credit,Blocked
CR05950,C03666,Credit,Blocked
CR05951,C01899,Credit,Blocked
CR05952,C02981,Credit,Expired
CR05953,C01702,Debit,Active
CR05954,C01951,Credit,Active
CR05955,C01577,Credit,Active
CR05956,C01645,Debit,Blocked
CR05957,C02564,Credit,Active
CR05958,C00605,Credit,Active
CR05959,C02719,Credit,Expired
CR05960,C01591,Credit,Blocked
CR05961,C03178,Credit,Active
CR05962,C00122,Credit,Blocked
CR05963,C03551,Credit,Expired
CR05964,C00132,Debit,Blocked
CR05965,C02610,Debit,Blocked
CR05966,C01148,Credit,Expired
CR05967,C02758,Credit,Active
CR05968,C02491,Debit,Blocked
CR05969,C03450,Credit,Blocked
CR05970,C02740,Debit,Expired
CR05971,C00674,Debit,Active
CR05972,C00079,Debit,Active
CR05973,C03303,Debit,Expired
CR05974,C04023,Credit,Expired
CR05975,C02386,Debit,Active
CR05976,C01883,Debit,Blocked
CR05977,C02433,Debit,Blocked
CR05978,C01194,Debit,Active
CR05979,C03298,Debit,Blocked
CR05980,C00832,Credit,Blocked
CR05981,C04687,Debit,Expired
CR05982,C03655,Credit,Blocked
CR05983,C04240,Credit,Expired
CR05984,C04279,Credit,Expired
CR05985,C02229,Debit,Active
CR05986,C02135,Debit,Blocked
CR05987,C00834,Credit,Active
CR05988,C03221,Debit,Active
CR05989,C03446,Credit,Active
CR05990,C01020,Credit,Active
CR05991,C00302,Credit,Expired
CR05992,C01031,Debit,Expired
CR05993,C03159,Credit,Active
CR05994,C04545,Credit,Expired
CR05995,C02096,Credit,Active
CR05996,C03503,Credit,Active
CR05997,C03989,Debit,Expired
CR05998,C04269,Debit,Blocked
CR05999,C00806,Debit,Active
CR06000,C02844,Debit,Expired
CR06001,C04546,Credit,Blocked
CR06002,C01851,Credit,Active
CR06003,C03861,Debit,Blocked
CR06004,C04427,Credit,Active
CR06005,C03215,Credit,Expired
CR06006,C04119,Debit,Expired
CR06007,C01148,Debit,Active
CR06008,C02096,Credit,Expired
CR06009,C04250,Debit,Expired
CR06010,C00021,Credit,Active
CR06011,C01763,Debit,Active
CR06012,C03856,Credit,Blocked
CR06013,C00832,Credit,Active
CR06014,C01820,Debit,Expired
CR06015,C04701,Credit,Expired
CR06016,C01210,Debit,Blocked
CR06017,C04842,Credit,Blocked
CR06018,C04154,Credit,Expired
CR06019,C04941,Debit,Active
CR06020,C04253,Debit,Expired
CR06021,C03841,Credit,Blocked
CR06022,C00224,Debit,Blocked
CR06023,C02082,Credit,Active
CR06024,C04636,Debit,Expired
CR06025,C01417,Credit,Expired
CR06026,C02593,Credit,Active
CR06027,C03804,Debit,Expired
CR06028,C04110,Credit,Active
CR06029,C04053,Debit,Expired
CR06030,C02970,Debit,Expired
CR06031,C03372,Credit,Active
CR06032,C01328,Credit,Expired
CR06033,C00330,Debit,Active
CR06034,C00981,Credit,Active
CR06035,C00137,Credit,Blocked
CR06036,C04057,Credit,Expired
CR06037,C04503,Debit,Active
CR06038,C02492,Credit,Active
CR06039,C01857,Debit,Blocked
CR06040,C03111,Debit,Blocked
CR06041,C04423,Debit,Expired
CR06042,C03818,Debit,Active
CR06043,C00195,Credit,Active
CR06044,C04892,Debit,Active
CR06045,C02794,Credit,Expired
CR06046,C03733,Credit,Blocked
CR06047,C02822,Credit,Blocked
CR06048,C00873,Debit,Expired
CR06049,C01126,Debit,Active
CR06050,C01252,Credit,Blocked
CR06051,C02218,Credit,Blocked
CR06052,C04646,Debit,Active
CR06053,C00076,Debit,Expired
CR06054,C02870,Credit,Active
CR06055,C04436,Debit,Blocked
CR06056,C02194,Credit,Active
CR06057,C02348,Credit,Blocked
CR06058,C03469,Credit,Expired
CR06059,C04565,Debit,Active
CR06060,C01398,Credit,Blocked
CR06061,C02274,Credit,Active
CR06062,C00572,Credit,Expired
CR06063,C03581,Credit,Active
CR06064,C02367,Debit,Blocked
CR06065,C01421,Credit,Expired
CR06066,C04452,Credit,Active
CR06067,C04755,Credit,Expired
CR06068,C03433,Credit,Expired
CR06069,C01398,Debit,Active
CR06070,C04762,Debit,Expired
CR06071,C03202,Credit,Expired
CR06072,C03748,Credit,Expired
CR06073,C03900,Debit,Expired
CR06074,C02128,Credit,Blocked
CR06075,C00461,Credit,Expired
CR06076,C03811,Credit,Blocked
CR06077,C02370,Credit,Active
CR06078,C04534,Debit,Expired
CR06079,C01505,Credit,Active
CR06080,C04868,Debit,Expired
CR06081,C03144,Debit,Blocked
CR06082,C03045,Debit,Expired
CR06083,C00299,Credit,Expired
CR06084,C00384,Debit,Blocked
CR06085,C04259,Debit,Expired
CR06086,C00677,Debit,Blocked
CR06087,C00643,Credit,Expired
CR06088,C00241,Credit,Active
CR06089,C04291,Credit,Active
CR06090,C01936,Debit,Expired
CR06091,C00121,Debit,Expired
CR06092,C04425,Debit,Blocked
CR06093,C02348,Debit,Expired
CR06094,C04478,Debit,Active
CR06095,C00313,Credit,Expired
CR06096,C04341,Debit,Blocked
CR06097,C03677,Credit,Active
CR06098,C01931,Debit,Expired
CR06099,C03172,Credit,Expired
CR06100,C01991,Debit,Expired
CR06101,C01507,Debit,Expired
CR06102,C04371,Credit,Active
CR06103,C01432,Credit,Blocked
CR06104,C00908,Credit,Expired
CR06105,C02691,Credit,Blocked
CR06106,C01431,Debit,Blocked
CR06107,C04628,Debit,Active
CR06108,C01823,Credit,Blocked
CR06109,C02661,Credit,Expired
CR06110,C04571,Credit,Blocked
CR06111,C00836,Debit,Active
CR06112,C01988,Credit,Active
CR06113,C03370,Credit,Active
CR06114,C01544,Credit,Active
CR06115,C01079,Debit,Expired
CR06116,C01557,Debit,Blocked
CR06117,C02671,Credit,Expired
CR06118,C04935,Credit,Active
CR06119,C04487,Credit,Blocked
CR06120,C00615,Credit,Blocked
CR06121,C04890,Debit,Blocked
CR06122,C03553,Credit,Blocked
CR06123,C04089,Credit,Expired
CR06124,C02975,Credit,Expired
CR06125,C02779,Credit,Blocked
CR06126,C00553,Debit,Active
CR06127,C04274,Credit,Active
CR06128,C00192,Credit,Expired
CR06129,C00646,Debit,Blocked
CR06130,C00151,Debit,Active
CR06131,C00164,Credit,Active
CR06132,C02470,Debit,Expired
CR06133,C04981,Credit,Expired
CR06134,C00317,Debit,Blocked
CR06135,C03491,Debit,Active
CR06136,C03812,Debit,Expired
CR06137,C04125,Debit,Expired
CR06138,C02250,Credit,Expired
CR06139,C03652,Debit,Blocked
CR06140,C04077,Debit,Active
CR06141,C00726,Credit,Blocked
CR06142,C00738,Debit,Active
CR06143,C01660,Debit,Blocked
CR06144,C04132,Debit,Active
CR06145,C01921,Credit,Blocked
CR06146,C03668,Credit,Active
CR06147,C02161,Debit,Expired
CR06148,C01055,Credit,Blocked
CR06149,C04803,Debit,Expired
CR06150,C01064,Debit,Active
CR06151,C03374,Debit,Active
CR06152,C02164,Debit,Expired
CR06153,C03238,Debit,Expired
CR06154,C01742,Credit,Expired
CR06155,C01139,Debit,Expired
CR06156,C02386,Debit,Active
CR06157,C04607,Debit,Expired
CR06158,C03789,Credit,Active
CR06159,C02666,Credit,Expired
CR06160,C00156,Debit,Active
CR06161,C04724,Debit,Blocked
CR06162,C00331,Debit,Active
CR06163,C00771,Debit,Expired
CR06164,C03056,Debit,Expired
CR06165,C04227,Credit,Expired
CR06166,C01281,Debit,Blocked
CR06167,C02801,Credit,Expired
CR06168,C03041,Credit,Expired
CR06169,C04240,Debit,Blocked
CR06170,C03971,Debit,Expired
CR06171,C04159,Debit,Blocked
CR06172,C00981,Debit,Blocked
CR06173,C04722,Debit,Blocked
CR06174,C04745,Debit,Blocked
CR06175,C04179,Debit,Active
CR06176,C01357,Debit,Active
CR06177,C04061,Debit,Active
CR06178,C00783,Credit,Active
CR06179,C00206,Credit,Active
CR06180,C01192,Credit,Expired
CR06181,C00398,Credit,Active
CR06182,C04179,Debit,Blocked
CR06183,C02871,Credit,Expired
CR06184,C03513,Credit,Blocked
CR06185,C00898,Debit,Expired
CR06186,C01892,Credit,Expired
CR06187,C01600,Credit,Active
CR06188,C02882,Credit,Active
CR06189,C01803,Debit,Expired
CR06190,C01433,Credit,Expired
CR06191,C00785,Credit,Expired
CR06192,C02666,Credit,Expired
CR06193,C03917,Credit,Blocked
CR06194,C01090,Debit,Blocked
CR06195,C03062,Credit,Expired
CR06196,C02172,Credit,Active
CR06197,C02322,Credit,Expired
CR06198,C02125,Credit,Expired
CR06199,C00559,Debit,Expired
CR06200,C02105,Credit,Active
CR06201,C04436,Credit,Active
CR06202,C00075,Debit,Blocked
CR06203,C00171,Credit,Expired
CR06204,C03392,Debit,Expired
CR06205,C04549,Credit,Blocked
CR06206,C02116,Credit,Blocked
CR06207,C04184,Debit,Expired
CR06208,C00248,Debit,Expired
CR06209,C02268,Credit,Blocked
CR06210,C01657,Credit,Blocked
CR06211,C02051,Debit,Active
CR06212,C01227,Debit,Expired
CR06213,C02224,Debit,Expired
CR06214,C04562,Credit,Active
CR06215,C00310,Credit,Active
CR06216,C01660,Debit,Active
CR06217,C04107,Credit,Expired
CR06218,C01274,Credit,Expired
CR06219,C00560,Debit,Expired
CR06220,C03904,Credit,Active
CR06221,C01307,Debit,Expired
CR06222,C03067,Credit,Blocked
CR06223,C03116,Credit,Blocked
CR06224,C02774,Credit,Active
CR06225,C03387,Debit,Expired
CR06226,C03937,Debit,Blocked
CR06227,C01659,Credit,Blocked
CR06228,C02769,Credit,Expired
CR06229,C00112,Credit,Active
CR06230,C01742,Credit,Expired
CR06231,C02077,Debit,Blocked
CR06232,C03128,Debit,Blocked
CR06233,C02702,Debit,Expired
CR06234,C02053,Debit,Expired
CR06235,C03848,Credit,Blocked
CR06236,C02025,Debit,Expired
CR06237,C05000,Credit,Active
CR06238,C04265,Debit,Active
CR06239,C00460,Credit,Blocked
CR06240,C03210,Debit,Blocked
CR06241,C04566,Credit,Blocked
CR06242,C01154,Credit,Expired
CR06243,C01205,Debit,Expired
CR06244,C04130,Credit,Active
CR06245,C03861,Debit,Expired
CR06246,C01085,Debit,Active
CR06247,C02812,Debit,Active
CR06248,C02614,Credit,Active
CR06249,C01811,Credit,Blocked
CR06250,C00963,Credit,Expired
CR06251,C02280,Debit,Expired
CR06252,C01221,Debit,Blocked
CR06253,C01521,Credit,Expired
CR06254,C00279,Credit,Active
CR06255,C04770,Credit,Blocked
CR06256,C04941,Credit,Active
CR06257,C00086,Credit,Blocked
CR06258,C03852,Credit,Expired
CR06259,C00675,Credit,Active
CR06260,C02397,Credit,Expired
CR06261,C03677,Debit,Active
CR06262,C04361,Credit,Active
CR06263,C00221,Debit,Blocked
CR06264,C03399,Credit,Blocked
CR06265,C01706,Credit,Active
CR06266,C04031,Credit,Expired
CR06267,C03182,Debit,Expired
CR06268,C03491,Credit,Active
CR06269,C02691,Debit,Active
CR06270,C02714,Credit,Expired
CR06271,C03558,Credit,Expired
CR06272,C04548,Debit,Expired
CR06273,C01836,Debit,Blocked
CR06274,C00265,Credit,Expired
CR06275,C03009,Credit,Blocked
CR06276,C03922,Credit,Blocked
CR06277,C02800,Debit,Active
CR06278,C03257,Debit,Active
CR06279,C00931,Debit,Active
CR06280,C01816,Credit,Active
CR06281,C00094,Credit,Active
CR06282,C01465,Credit,Expired
CR06283,C00005,Debit,Blocked
CR06284,C03559,Debit,Active
CR06285,C04810,Credit,Blocked
CR06286,C02929,Credit,Blocked
CR06287,C04355,Credit,Blocked
CR06288,C03085,Credit,Active
CR06289,C00873,Debit,Blocked
CR06290,C03717,Credit,Expired
CR06291,C04103,Credit,Expired
CR06292,C01305,Credit,Blocked
CR06293,C02888,Credit,Expired
CR06294,C01772,Credit,Active
CR06295,C04116,Debit,Blocked
CR06296,C03915,Debit,Expired
CR06297,C03845,Debit,Active
CR06298,C00874,Credit,Active
CR06299,C01946,Credit,Blocked
CR06300,C04584,Credit,Expired
CR06301,C04931,Debit,Expired
CR06302,C03941,Debit,Active
CR06303,C02371,Debit,Blocked
CR06304,C00009,Debit,Blocked
CR06305,C04161,Debit,Active
CR06306,C04997,Debit,Blocked
CR06307,C01896,Debit,Blocked
CR06308,C02963,Debit,Blocked
CR06309,C00392,Credit,Blocked
CR06310,C03996,Debit,Active
CR06311,C00916,Credit,Blocked
CR06312,C02953,Debit,Blocked
CR06313,C04117,Debit,Active
CR06314,C02258,Debit,Active
CR06315,C01763,Debit,Blocked
CR06316,C01498,Debit,Active
CR06317,C03588,Credit,Expired
CR06318,C03273,Credit,Expired
CR06319,C01744,Credit,Active
CR06320,C04364,Credit,Active
CR06321,C01162,Credit,Active
CR06322,C01271,Credit,Active
CR06323,C03183,Debit,Active
CR06324,C04262,Debit,Active
CR06325,C00907,Credit,Blocked
CR06326,C00714,Debit,Active
CR06327,C03057,Debit,Expired
CR06328,C04113,Debit,Active
CR06329,C00637,Credit,Expired
CR06330,C03158,Debit,Blocked
CR06331,C03723,Debit,Blocked
CR06332,C03083,Debit,Expired
CR06333,C00079,Debit,Blocked
CR06334,C01232,Credit,Expired
CR06335,C03355,Credit,Blocked
CR06336,C03287,Debit,Blocked
CR06337,C03121,Debit,Active
CR06338,C01107,Credit,Active
CR06339,C03352,Debit,Expired
CR06340,C03829,Debit,Active
CR06341,C00643,Debit,Expired
CR06342,C02811,Credit,Blocked
CR06343,C01470,Credit,Active
CR06344,C04137,Debit,Active
CR06345,C04207,Credit,Expired
CR06346,C02909,Credit,Active
CR06347,C02959,Credit,Blocked
CR06348,C00245,Credit,Active
CR06349,C03781,Debit,Expired
CR06350,C01036,Debit,Expired
CR06351,C04473,Debit,Expired
CR06352,C01245,Credit,Expired
CR06353,C00675,Debit,Expired
CR06354,C00199,Credit,Expired
CR06355,C01432,Credit,Blocked
CR06356,C01733,Debit,Active
CR06357,C04106,Credit,Expired
CR06358,C02809,Credit,Active
CR06359,C02233,Credit,Expired
CR06360,C02937,Debit,Blocked
CR06361,C01525,Credit,Expired
CR06362,C01532,Debit,Active
CR06363,C01991,Debit,Blocked
CR06364,C04030,Debit,Expired
CR06365,C03022,Credit,Active
CR06366,C02241,Debit,Expired
CR06367,C01681,Debit,Active
CR06368,C00926,Debit,Active
CR06369,C01317,Debit,Blocked
CR06370,C02472,Debit,Blocked
CR06371,C02652,Debit,Blocked
CR06372,C04012,Debit,Expired
CR06373,C04872,Credit,Expired
CR06374,C03129,Debit,Blocked
CR06375,C01841,Debit,Active
CR06376,C01842,Debit,Blocked
CR06377,C04930,Credit,Expired
CR06378,C03926,Debit,Expired
CR06379,C01727,Debit,Blocked
CR06380,C04204,Credit,Expired
CR06381,C00406,Credit,Blocked
CR06382,C04242,Debit,Active
CR06383,C03267,Credit,Blocked
CR06384,C04927,Debit,Active
CR06385,C02409,Credit,Blocked
CR06386,C04379,Debit,Expired
CR06387,C01232,Credit,Expired
CR06388,C01218,Credit,Blocked
CR06389,C04036,Credit,Expired
CR06390,C02558,Credit,Expired
CR06391,C00605,Credit,Expired
CR06392,C04644,Credit,Blocked
CR06393,C02232,Debit,Expired
CR06394,C04735,Debit,Blocked
CR06395,C02050,Debit,Blocked
CR06396,C04272,Debit,Blocked
CR06397,C04307,Debit,Blocked
CR06398,C03968,Debit,Expired
CR06399,C00115,Debit,Expired
CR06400,C00060,Debit,Active
CR06401,C00318,Debit,Expired
CR06402,C00279,Credit,Blocked
CR06403,C04077,Credit,Blocked
CR06404,C04032,Debit,Blocked
CR06405,C00633,Credit,Blocked
CR06406,C02993,Credit,Expired
CR06407,C04677,Debit,Blocked
CR06408,C02735,Credit,Blocked
CR06409,C00804,Credit,Expired
CR06410,C04019,Debit,Blocked
CR06411,C02345,Debit,Active
CR06412,C00382,Credit,Blocked
CR06413,C01429,Debit,Active
CR06414,C03732,Debit,Blocked
CR06415,C00120,Debit,Expired
CR06416,C01174,Debit,Blocked
CR06417,C02395,Credit,Active
CR06418,C04531,Debit,Blocked
CR06419,C02013,Credit,Active
