AccountID,CustomerID,AccountType,Balance
A05505,C03821,Current,149161
A05506,C03884,Savings,909239
A05507,C04706,Current,261345
A05508,C01923,Current,536778
A05509,C01149,Savings,203450
A05510,C01288,Current,792937
A05511,C00012,Savings,721327
A05512,C03004,Savings,591511
A05513,C04939,Current,184587
A05514,C02606,Current,125038
A05515,C00664,Savings,626540
A05516,C04130,Savings,859696
A05517,C04394,Current,697524
A05518,C03614,Current,72210
A05519,C03032,Current,331156
A05520,C02761,Savings,163348
A05521,C02065,Savings,918277
A05522,C02611,Current,318960
A05523,C04640,Current,381825
A05524,C03470,Current,18492
A05525,C01618,Current,214956
A05526,C03016,Current,931544
A05527,C02833,Savings,295286
A05528,C04189,Savings,496686
A05529,C02269,Current,610575
A05530,C02669,Current,362935
A05531,C00740,Current,601283
A05532,C03089,Savings,400332
A05533,C03450,Current,950234
A05534,C00981,Current,17378
A05535,C03977,Savings,727324
A05536,C03941,Savings,794577
A05537,C04169,Savings,615742
A05538,C02581,Current,738202
A05539,C00779,Savings,89295
A05540,C00597,Savings,255467
A05541,C04091,Savings,412925
A05542,C02906,Current,399312
A05543,C00992,Savings,904939
A05544,C01650,Savings,347891
A05545,C02779,Current,982756
A05546,C04770,Current,547690
A05547,C02946,Savings,763122
A05548,C03340,Current,198863
A05549,C02159,Current,917516
A05550,C03685,Savings,720125
A05551,C00543,Current,6583
A05552,C04624,Current,271450
A05553,C04392,Savings,722230
A05554,C03957,Savings,60910
A05555,C02403,Current,202773
A05556,C00649,Savings,61088
A05557,C00948,Current,451029
A05558,C00748,Savings,306629
A05559,C02039,Current,324121
A05560,C00447,Savings,747238
A05561,C01131,Current,495159
A05562,C01962,Savings,322418
A05563,C00917,Savings,945095
A05564,C00744,Current,730467
A05565,C00864,Savings,875868
A05566,C04601,Savings,890262
A05567,C04435,Savings,956447
A05568,C04282,Current,99818
A05569,C02762,Savings,796033
A05570,C01913,Savings,758295
A05571,C02736,Savings,301864
A05572,C00491,Savings,762373
A05573,C00192,Current,805954
A05574,C01485,Current,307131
A05575,C04631,Savings,665863
A05576,C04562,Current,47347
A05577,C04361,Savings,434133
A05578,C03338,Current,24075
A05579,C00310,Savings,466855
A05580,C03567,Current,883684
A05581,C01723,Current,68174
A05582,C01795,Savings,807361
A05583,C04868,Current,194371
A05584,C00153,Savings,488296
A05585,C02196,Savings,716821
A05586,C04537,Savings,403329
A05587,C00054,Savings,783480
A05588,C04408,Savings,352196
A05589,C02714,Savings,829954
A05590,C03383,Savings,888601
A05591,C00992,Savings,989494
A05592,C02642,Savings,186810
A05593,C04469,Current,27074
A05594,C01035,Current,464482
A05595,C04801,Current,440704
A05596,C01324,Current,922079
A05597,C03101,Current,600799
A05598,C04388,Savings,880682
A05599,C03891,Savings,984983
A05600,C04599,Current,802213
A05601,C02852,Current,97355
A05602,C04215,Current,364059
A05603,C03330,Savings,710827
A05604,C04947,Current,20167
A05605,C03062,Savings,321344
A05606,C00213,Savings,11897
A05607,C00747,Current,772783
A05608,C00866,Savings,253422
A05609,C02838,Savings,146399
A05610,C02614,Savings,970197
A05611,C01704,Current,361614
A05612,C00377,Savings,64989
A05613,C00904,Savings,694380
A05614,C01633,Current,78916
A05615,C02372,Current,810658
A05616,C03018,Current,531953
A05617,C00871,Savings,238290
A05618,C04790,Savings,788370
A05619,C00700,Savings,729198
A05620,C02548,Current,912268
A05621,C04368,Savings,810542
A05622,C01783,Savings,983418
A05623,C01291,Savings,380752
A05624,C01722,Savings,996563
A05625,C02712,Current,969574
A05626,C04985,Current,947202
A05627,C03847,Current,341453
A05628,C03569,Savings,736499
A05629,C03682,Savings,138907
A05630,C02366,Savings,912848
A05631,C00684,Savings,510195
A05632,C00229,Savings,672548
A05633,C01423,Savings,422548
A05634,C00276,Savings,810209
A05635,C03711,Savings,702758
A05636,C00891,Current,274707
A05637,C00315,Savings,435251
A05638,C00989,Savings,234764
A05639,C00199,Current,60416
A05640,C02619,Current,430441
A05641,C02977,Current,854648
A05642,C04514,Savings,343940
A05643,C02200,Current,565822
A05644,C01146,Current,107689
A05645,C02319,Savings,917591
A05646,C02169,Current,870689
A05647,C03273,Savings,717058
A05648,C01663,Current,181232
A05649,C03175,Savings,831748
A05650,C02603,Current,422488
A05651,C01812,Current,805350
A05652,C00278,Current,229408
A05653,C03996,Current,690917
A05654,C00404,Current,787921
A05655,C04866,Current,441328
A05656,C01213,Savings,302669
A05657,C03127,Savings,922811
A05658,C03102,Savings,514468
A05659,C03987,Savings,56628
A05660,C02613,Savings,207911
A05661,C00819,Savings,541042
A05662,C02246,Current,533698
A05663,C02241,Savings,595376
A05664,C00277,Current,781230
A05665,C00386,Current,656556
A05666,C01484,Savings,513589
A05667,C04013,Savings,548575
A05668,C00987,Savings,208739
A05669,C04604,Savings,871244
A05670,C02657,Current,630150
A05671,C02124,Current,471761
A05672,C03088,Current,52356
A05673,C02583,Savings,608563
A05674,C03090,Savings,911836
A05675,C01395,Current,583569
A05676,C02993,Current,587408
A05677,C04115,Current,503257
A05678,C04844,Savings,128557
A05679,C01977,Savings,517544
A05680,C02229,Savings,344872
A05681,C01987,Current,965455
A05682,C02965,Current,563994
A05683,C00389,Savings,933813
A05684,C04645,Current,753224
A05685,C01624,Current,916117
A05686,C03132,Current,800961
A05687,C04968,Current,857568
A05688,C00026,Savings,245701
A05689,C03335,Current,188222
A05690,C02403,Savings,824362
A05691,C01362,Savings,663389
A05692,C02658,Savings,304932
A05693,C02313,Current,147577
A05694,C02781,Savings,383049
A05695,C02345,Savings,253149
A05696,C01204,Current,316494
A05697,C01559,Savings,841838
A05698,C02355,Savings,797384
A05699,C03536,Current,621572
A05700,C00342,Current,338815
A05701,C00938,Savings,994776
A05702,C03884,Current,908616
A05703,C01093,Savings,444782
A05704,C04734,Current,287763
A05705,C04441,Savings,383995
A05706,C02609,Savings,304014
A05707,C02677,Savings,37334
A05708,C02060,Current,952910
A05709,C01227,Savings,792518
A05710,C01313,Current,852402
A05711,C00708,Savings,640131
A05712,C01632,Savings,327301
A05713,C03390,Current,213588
A05714,C04560,Current,183389
A05715,C03748,Savings,76124
A05716,C03590,Savings,406740
A05717,C03657,Current,759159
A05718,C02294,Current,534475
A05719,C03673,Savings,271785
A05720,C02204,Savings,661052
A05721,C03388,Savings,460488
A05722,C02462,Current,994923
A05723,C04741,Savings,817916
A05724,C02967,Current,100723
A05725,C02437,Current,891700
A05726,C01321,Savings,625201
A05727,C04574,Current,771252
A05728,C01400,Savings,74743
A05729,C00966,Current,150718
A05730,C03681,Savings,388278
A05731,C00376,Savings,76452
A05732,C02258,Savings,91882
A05733,C03407,Current,408240
A05734,C02606,Current,755728
A05735,C00123,Current,277228
A05736,C00146,Savings,863712
A05737,C03474,Current,594984
A05738,C03964,Savings,885069
A05739,C04978,Current,138566
A05740,C01212,Current,293627
A05741,C02427,Current,918768
A05742,C03332,Savings,266979
A05743,C01699,Current,775344
A05744,C00881,Current,785527
A05745,C03979,Savings,674487
A05746,C00692,Current,735764
A05747,C02520,Current,336817
A05748,C00807,Current,790774
A05749,C01965,Current,290679
A05750,C03262,Savings,76225
A05751,C02185,Savings,654177
A05752,C03761,Savings,444391
A05753,C03985,Current,737653
A05754,C02762,Current,123277
A05755,C00366,Current,166632
A05756,C02995,Savings,67237
A05757,C01125,Savings,300391
A05758,C03636,Current,651937
A05759,C03815,Savings,324528
A05760,C04736,Current,536399
A05761,C04971,Savings,167202
A05762,C02198,Current,510823
A05763,C02426,Savings,607678
A05764,C01751,Current,946459
A05765,C00918,Current,512397
A05766,C00475,Current,2958
A05767,C01124,Savings,541423
A05768,C02550,Savings,643203
A05769,C01929,Savings,686720
A05770,C01544,Current,274732
A05771,C04585,Current,475590
A05772,C01629,Savings,323885
A05773,C02771,Savings,118514
A05774,C02300,Savings,704066
A05775,C04060,Savings,367228
A05776,C04231,Savings,794797
A05777,C02874,Current,115239
A05778,C01839,Current,971474
A05779,C04591,Savings,859272
A05780,C03671,Current,332813
A05781,C02137,Current,484348
A05782,C03394,Current,567495
A05783,C02152,Current,864546
A05784,C04553,Savings,867084
A05785,C00809,Current,526687
A05786,C00226,Current,611303
A05787,C00274,Savings,986896
A05788,C00177,Current,308844
A05789,C00590,Savings,61337
A05790,C03970,Savings,808050
A05791,C00913,Current,931738
A05792,C00064,Current,529415
A05793,C02089,Savings,90820
A05794,C01437,Savings,244456
A05795,C04513,Savings,401651
A05796,C01199,Current,88281
A05797,C02744,Current,466755
A05798,C01354,Current,992294
A05799,C03300,Savings,926670
A05800,C00346,Savings,518208
A05801,C03032,Savings,929339
A05802,C04110,Current,633707
A05803,C04663,Current,867982
A05804,C02622,Current,702336
A05805,C01017,Savings,15718
A05806,C04405,Savings,89574
A05807,C04252,Current,720986
A05808,C01933,Savings,713640
A05809,C00751,Savings,77588
A05810,C00288,Current,383408
A05811,C00213,Savings,619276
A05812,C03301,Savings,811279
A05813,C03024,Savings,898121
A05814,C02988,Current,618637
A05815,C03259,Current,164227
A05816,C04323,Current,763936
A05817,C01392,Current,802307
A05818,C00840,Savings,8187
A05819,C00787,Savings,975138
A05820,C03407,Current,200381
A05821,C04118,Current,166423
A05822,C00718,Current,381024
A05823,C00171,Savings,100928
A05824,C01464,Savings,746020
A05825,C01569,Savings,84919
A05826,C01984,Savings,947921
A05827,C04737,Savings,955910
A05828,C03892,Current,962129
A05829,C00963,Savings,523595
A05830,C02690,Current,158103
A05831,C04344,Savings,749032
A05832,C04202,Current,973989
A05833,C03283,Savings,101501
A05834,C04523,Savings,794004
A05835,C01461,Current,988435
A05836,C02043,Current,414891
A05837,C00122,Current,601355
A05838,C02516,Current,48728
A05839,C03784,Current,921343
A05840,C02739,Savings,659808
A05841,C01298,Savings,147125
A05842,C01994,Savings,879843
A05843,C02905,Current,438658
A05844,C03952,Current,23325
A05845,C04382,Savings,538714
A05846,C03971,Savings,599252
A05847,C02411,Savings,282946
A05848,C02145,Current,452225
A05849,C02639,Current,471070
A05850,C00145,Savings,802700
A05851,C01821,Current,324187
A05852,C03921,Current,140696
A05853,C04495,Savings,79247
A05854,C01492,Savings,394683
A05855,C03015,Current,163430
A05856,C00987,Savings,518740
A05857,C03178,Savings,314537
A05858,C01406,Savings,798325
A05859,C04881,Savings,818968
A05860,C00586,Savings,427121
A05861,C01783,Savings,226842
A05862,C03590,Current,18473
A05863,C01928,Current,209244
A05864,C03515,Savings,613133
A05865,C04015,Savings,842389
A05866,C04716,Current,545140
A05867,C04067,Savings,474646
A05868,C03199,Current,617712
A05869,C02257,Savings,395171
A05870,C01435,Savings,366985
A05871,C02425,Savings,71730
A05872,C04331,Current,672683
A05873,C01478,Savings,622401
A05874,C01821,Savings,567791
A05875,C04114,Savings,953292
A05876,C03800,Savings,527522
A05877,C00135,Savings,597486
A05878,C01577,Current,761096
A05879,C02057,Current,284457
A05880,C03437,Savings,131809
A05881,C00001,Savings,879460
A05882,C03800,Current,453690
A05883,C01404,Current,108416
A05884,C01200,Savings,336530
A05885,C03653,Current,167068
A05886,C00187,Current,817397
A05887,C02867,Savings,468990
A05888,C01349,Savings,71383
A05889,C00070,Savings,928533
A05890,C00096,Current,637434
A05891,C03653,Current,117613
A05892,C01880,Current,643928
A05893,C03331,Savings,595444
A05894,C02705,Current,472043
A05895,C04120,Current,919741
A05896,C04928,Current,345701
A05897,C02492,Savings,935045
A05898,C03719,Current,631023
A05899,C03639,Current,831817
A05900,C03085,Savings,789955
A05901,C02915,Savings,246071
A05902,C02861,Current,322219
A05903,C03958,Savings,969713
A05904,C03272,Savings,865541
A05905,C03345,Current,799430
A05906,C01603,Savings,993982
A05907,C02254,Savings,707631
A05908,C02851,Current,279798
A05909,C03956,Savings,431134
A05910,C00999,Savings,886840
A05911,C02691,Savings,922236
A05912,C00813,Current,532042
A05913,C04217,Savings,109162
A05914,C02632,Savings,960995
A05915,C04829,Savings,371041
A05916,C02816,Current,47869
A05917,C04837,Current,156940
A05918,C01985,Current,575001
A05919,C02008,Savings,286302
A05920,C04052,Savings,498077
A05921,C04070,Savings,794137
A05922,C00612,Savings,371169
A05923,C00122,Savings,951629
A05924,C01516,Current,879734
A05925,C01131,Current,441341
A05926,C01918,Current,895762
A05927,C02350,Current,679267
A05928,C03646,Savings,182714
A05929,C02835,Savings,360688
A05930,C02153,Savings,441798
A05931,C04422,Current,42522
A05932,C01946,Current,181133
A05933,C02748,Current,307431
A05934,C00062,Savings,664841
A05935,C03361,Savings,672677
A05936,C01854,Current,705020
A05937,C00137,Current,866146
A05938,C03980,Current,823031
A05939,C00381,Current,575257
A05940,C04514,Current,509818
A05941,C02725,Savings,522847
A05942,C01713,Savings,121132
A05943,C02480,Current,712717
A05944,C01840,Current,551786
A05945,C03243,Current,33319
A05946,C01465,Savings,706520
A05947,C00743,Savings,393221
A05948,C01337,Current,825857
A05949,C02213,Savings,630267
A05950,C00391,Savings,256506
A05951,C00386,Current,725661
A05952,C04482,Current,1035
A05953,C03890,Savings,570396
A05954,C04989,Savings,25050
A05955,C02080,Savings,472609
A05956,C04544,Savings,591163
A05957,C04402,Current,48402
A05958,C02172,Current,765898
A05959,C01636,Savings,818139
A05960,C02470,Current,532428
A05961,C02175,Current,796771
A05962,C00281,Current,889335
A05963,C00600,Savings,992431
A05964,C02062,Savings,598453
A05965,C00748,Current,428666
A05966,C01783,Savings,311206
A05967,C00993,Current,75239
A05968,C02519,Current,531836
A05969,C01773,Current,37802
A05970,C04165,Current,444041
A05971,C04201,Current,958047
A05972,C00326,Current,826874
A05973,C02672,Savings,296165
A05974,C03229,Savings,864211
A05975,C04273,Savings,142061
A05976,C01480,Savings,43567
A05977,C03870,Savings,261249
A05978,C02302,Savings,542800
A05979,C01480,Savings,664244
A05980,C02464,Savings,37120
A05981,C03717,Savings,220286
A05982,C04564,Current,190948
A05983,C02137,Savings,178990
A05984,C01993,Savings,903278
A05985,C02832,Current,974204
A05986,C00409,Current,375128
A05987,C03263,Current,549013
A05988,C04101,Savings,572696
A05989,C04370,Current,631678
A05990,C03855,Current,647174
A05991,C02346,Current,683888
A05992,C03055,Current,956148
A05993,C00812,Savings,287018
A05994,C01905,Current,28717
A05995,C04648,Savings,640117
A05996,C01853,Current,353439
A05997,C02574,Current,730790
A05998,C02688,Current,990619
A05999,C02060,Savings,684324
A06000,C03583,Current,7851
A06001,C01496,Current,891054
A06002,C04204,Savings,455608
A06003,C02012,Savings,828319
A06004,C03982,Current,183478
A06005,C02023,Savings,439554
A06006,C03179,Current,216236
A06007,C01463,Savings,75805
A06008,C00950,Savings,425367
A06009,C01574,Current,618729
A06010,C02303,Current,342743
A06011,C02275,Current,357731
A06012,C00806,Savings,500563
A06013,C02661,Savings,478999
A06014,C03816,Current,96024
A06015,C03515,Current,986513
A06016,C02603,Current,170414
A06017,C04743,Current,733522
A06018,C02194,Current,347209
A06019,C04690,Current,746814
A06020,C02937,Current,508824
A06021,C02574,Current,511302
A06022,C03012,Savings,580375
A06023,C04418,Current,748144
A06024,C01603,Current,859926
A06025,C01381,Savings,134483
A06026,C04134,Current,554373
A06027,C00410,Current,817498
A06028,C02327,Savings,392112
A06029,C03427,Current,678918
A06030,C00270,Current,789912
A06031,C04759,Current,998127
A06032,C04886,Current,52721
A06033,C02831,Savings,295756
A06034,C01379,Current,915472
A06035,C04586,Current,190313
A06036,C01590,Savings,816476
A06037,C04773,Current,145192
A06038,C00814,Savings,870069
A06039,C04512,Savings,710199
A06040,C04279,Savings,155749
A06041,C01501,Current,829222
A06042,C03885,Savings,228398
A06043,C01046,Current,252479
A06044,C01082,Savings,967985
A06045,C00730,Current,65830
A06046,C03837,Savings,539006
A06047,C04427,Current,149273
A06048,C03872,Savings,138822
A06049,C01314,Savings,154838
A06050,C04406,Savings,278985
A06051,C03593,Current,785383
A06052,C03384,Savings,380323
A06053,C00359,Savings,530109
A06054,C03633,Current,413657
A06055,C02372,Savings,130735
A06056,C03299,Savings,272555
A06057,C02540,Current,821310
A06058,C01327,Current,894084
A06059,C01356,Current,799453
A06060,C00258,Current,914661
A06061,C02169,Current,177412
A06062,C01518,Savings,894990
A06063,C02853,Current,260366
A06064,C04083,Savings,419894
A06065,C02683,Savings,707574
A06066,C03771,Savings,885345
A06067,C04468,Current,489630
A06068,C03108,Current,987569
A06069,C00807,Savings,483672
A06070,C02377,Current,627489
A06071,C03428,Current,396530
A06072,C01847,Current,783040
A06073,C02747,Current,265667
A06074,C04729,Current,168101
A06075,C04531,Savings,899700
A06076,C04999,Current,663724
A06077,C03762,Current,859815
A06078,C01240,Current,55469
A06079,C04221,Savings,476236
A06080,C02926,Savings,721078
A06081,C01787,Savings,74887
A06082,C04094,Current,428644
A06083,C01794,Savings,873614
A06084,C01398,Savings,287084
A06085,C01109,Current,336645
A06086,C03065,Savings,286637
A06087,C00823,Savings,320216
A06088,C03121,Savings,347071
A06089,C04946,Savings,822447
A06090,C03274,Savings,297181
A06091,C03904,Current,668998
A06092,C02358,Savings,903026
A06093,C04633,Savings,874407
A06094,C01361,Savings,953463
A06095,C01544,Current,541007
A06096,C00969,Savings,979856
A06097,C00656,Savings,734474
A06098,C04478,Current,613498
A06099,C03568,Savings,829543
A06100,C04287,Savings,179629
A06101,C02130,Savings,542071
A06102,C00107,Savings,399308
A06103,C00074,Savings,748023
A06104,C02147,Savings,230600
A06105,C01891,Savings,615878
A06106,C04599,Savings,225807
A06107,C01084,Current,439574
A06108,C02537,Savings,968535
A06109,C00646,Savings,815242
A06110,C04905,Savings,993516
A06111,C04686,Current,977747
A06112,C02052,Savings,217123
A06113,C02352,Current,39971
A06114,C03212,Savings,623492
A06115,C03781,Savings,51952
A06116,C03121,Savings,864928
A06117,C02266,Savings,348873
A06118,C02246,Current,97008
A06119,C02034,Current,655291
A06120,C01993,Current,441773
A06121,C00109,Current,570610
A06122,C00972,Savings,825004
A06123,C02542,Current,252997
A06124,C04580,Current,97823
A06125,C02471,Savings,456274
A06126,C03227,Savings,103152
A06127,C04451,Current,498176
A06128,C04235,Savings,500651
A06129,C04692,Savings,743688
A06130,C01077,Current,869822
A06131,C00793,Savings,238211
A06132,C02601,Savings,904018
A06133,C04692,Current,429768
A06134,C04128,Current,513605
A06135,C02449,Savings,138745
A06136,C01654,Current,823513
A06137,C04520,Savings,564866
A06138,C01389,Savings,171193
A06139,C01890,Current,131870
A06140,C01654,Savings,953799
A06141,C01688,Savings,305665
A06142,C04240,Current,464395
A06143,C02305,Current,788365
A06144,C00321,Savings,649992
A06145,C00685,Current,242783
A06146,C00571,Savings,780431
A06147,C01095,Current,139926
A06148,C00498,Current,700623
A06149,C02656,Savings,847447
A06150,C00514,Current,495607
A06151,C00587,Current,449600
A06152,C01572,Current,513997
A06153,C00659,Current,870723
A06154,C02432,Current,16870
A06155,C02566,Savings,145157
A06156,C00700,Savings,31998
A06157,C02029,Current,731433
A06158,C03137,Savings,311608
A06159,C02950,Current,229094
A06160,C04845,Current,586423
A06161,C01975,Savings,188266
A06162,C01899,Current,364535
A06163,C03071,Savings,504070
A06164,C01803,Savings,804204
A06165,C02605,Current,115697
A06166,C01144,Current,615868
A06167,C00599,Current,388201
A06168,C00304,Savings,494006
A06169,C03439,Current,434569
A06170,C02223,Savings,179682
A06171,C00656,Savings,523122
A06172,C03049,Current,595741
A06173,C01482,Savings,45583
A06174,C02327,Savings,419620
A06175,C02658,Current,211967
A06176,C04605,Savings,995507
A06177,C01369,Savings,820026
A06178,C03804,Current,703360
A06179,C03216,Current,788458
A06180,C03974,Current,52180
A06181,C04983,Current,579698
A06182,C03723,Savings,524483
A06183,C02123,Savings,713726
A06184,C04001,Current,908573
A06185,C02933,Savings,194875
A06186,C04006,Current,687252
A06187,C04698,Savings,976628
A06188,C01296,Savings,503002
A06189,C00600,Savings,149218
A06190,C04931,Savings,827261
A06191,C01370,Current,429287
A06192,C04876,Current,325866
A06193,C03764,Savings,471127
A06194,C03348,Current,697479
A06195,C02521,Savings,217671
A06196,C03457,Savings,77771
A06197,C00474,Current,309465
A06198,C01092,Savings,196199
A06199,C01220,Current,51078
A06200,C04207,Savings,554177
A06201,C04642,Savings,194712
A06202,C00236,Current,753438
A06203,C02912,Savings,555336
A06204,C04199,Savings,204972
A06205,C04711,Savings,351653
A06206,C04751,Savings,486969
A06207,C03117,Savings,827734
A06208,C00309,Savings,371554
A06209,C01467,Current,326765
A06210,C00318,Savings,20586
A06211,C00183,Savings,268614
A06212,C03108,Savings,828852
A06213,C01233,Savings,886989
A06214,C04661,Savings,748141
A06215,C02811,Savings,724177
A06216,C01525,Savings,560922
A06217,C00086,Savings,6260
A06218,C04160,Savings,102693
A06219,C01719,Savings,29875
A06220,C03426,Savings,457476
A06221,C02041,Savings,567913
A06222,C02023,Savings,150149
A06223,C04905,Current,410685
A06224,C01986,Savings,903905
A06225,C04631,Savings,523790
A06226,C02700,Current,552879
A06227,C03404,Current,926239
A06228,C02236,Savings,675585
A06229,C02496,Savings,596983
A06230,C03519,Savings,288703
A06231,C04688,Current,948121
A06232,C02232,Current,256396
A06233,C02375,Current,473131
A06234,C01585,Current,582663
A06235,C04557,Current,148772
A06236,C03277,Current,437674
A06237,C02007,Savings,32141
A06238,C04240,Savings,60989
A06239,C04570,Current,220558
A06240,C00682,Current,305097
A06241,C02476,Current,450452
A06242,C00077,Savings,308942
A06243,C02086,Savings,274800
A06244,C04798,Current,707848
A06245,C04879,Current,304637
A06246,C02753,Current,803253
A06247,C03361,Current,181441
A06248,C00610,Savings,253031
A06249,C02715,Current,37404
A06250,C01161,Current,395891
A06251,C03283,Current,178267
A06252,C01597,Current,539210
A06253,C02274,Savings,732244
A06254,C04371,Savings,399121
A06255,C00231,Current,475097
A06256,C02110,Savings,940914
A06257,C01083,Savings,937637
A06258,C04924,Savings,243559
A06259,C02302,Savings,363291
A06260,C00943,Current,840935
A06261,C01469,Savings,51840
A06262,C01346,Current,809018
A06263,C04388,Savings,720699
A06264,C03085,Savings,631602
A06265,C03888,Current,602890
A06266,C03773,Current,333388
A06267,C00062,Savings,448059
A06268,C01241,Savings,177380
A06269,C02762,Current,986039
A06270,C00614,Current,855012
A06271,C01227,Current,934450
A06272,C01680,Current,694795
A06273,C00067,Current,879221
A06274,C00091,Savings,647619
A06275,C03933,Savings,126280
A06276,C03723,Current,56918
A06277,C00287,Savings,184991
A06278,C00708,Savings,414142
A06279,C04413,Current,421902
A06280,C03048,Current,274966
A06281,C01271,Current,841122
A06282,C02746,Current,199080
A06283,C00961,Current,364514
A06284,C00272,Current,450573
A06285,C00534,Current,1305
A06286,C00578,Savings,221460
A06287,C04785,Savings,564496
A06288,C01089,Savings,362537
A06289,C02508,Current,944050
A06290,C04992,Current,100211
A06291,C01533,Savings,509740
A06292,C00293,Savings,963989
A06293,C03865,Savings,626270
A06294,C02187,Savings,845013
A06295,C04842,Savings,209190
A06296,C00238,Current,634077
A06297,C01166,Current,333110
A06298,C04254,Savings,75767
A06299,C02975,Savings,400599
A06300,C04404,Current,903285
A06301,C03602,Savings,295758
A06302,C04796,Savings,731846
A06303,C03490,Current,213137
A06304,C04478,Current,477549
A06305,C01894,Savings,295257
A06306,C01737,Savings,11282
A06307,C03917,Current,2206
A06308,C04268,Savings,575062
A06309,C02159,Current,770949
A06310,C03572,Savings,898571
A06311,C04448,Current,614041
A06312,C02975,Current,476666
A06313,C03946,Savings,558489
A06314,C03183,Savings,699744
A06315,C03897,Current,758729
A06316,C00044,Current,860277
A06317,C04465,Savings,470496
A06318,C00467,Savings,122311
A06319,C00960,Current,405328
A06320,C01866,Current,23037
A06321,C02509,Savings,26212
A06322,C01335,Savings,834228
A06323,C00937,Current,283586
A06324,C01784,Current,923851
A06325,C04824,Current,902160
A06326,C01467,Current,88584
A06327,C03915,Savings,768829
A06328,C01476,Savings,411218
A06329,C01336,Savings,880061
A06330,C01792,Savings,618332
A06331,C04328,Current,943718
A06332,C02938,Savings,611132
A06333,C04380,Savings,924935
A06334,C01248,Current,26123
A06335,C01673,Savings,654637
A06336,C00140,Savings,758163
A06337,C04568,Savings,428835
A06338,C04161,Current,492110
A06339,C01635,Current,798704
A06340,C02332,Savings,280724
A06341,C03705,Savings,641044
A06342,C00287,Savings,342308
A06343,C04772,Savings,119983
A06344,C01844,Savings,963428
A06345,C03160,Current,189853
A06346,C03640,Savings,987942
A06347,C04542,Savings,407844
A06348,C04158,Savings,410999
A06349,C04312,Savings,304863
A06350,C04052,Current,818375
A06351,C02948,Current,981787
A06352,C04806,Current,845737
A06353,C00821,Current,189292
A06354,C00688,Current,7936
A06355,C01903,Savings,777519
A06356,C03738,Savings,945268
A06357,C04749,Savings,411940
A06358,C01876,Savings,670899
A06359,C04192,Savings,377812
A06360,C01557,Current,588146
A06361,C02182,Savings,10250
A06362,C01223,Savings,772639
A06363,C00567,Current,660095
A06364,C02442,Current,433200
A06365,C04832,Current,880476
A06366,C00618,Savings,128409
A06367,C04554,Savings,858006
A06368,C04373,Current,444258
A06369,C03588,Current,913792
A06370,C00672,Current,337934
A06371,C03299,Current,379041
A06372,C04100,Savings,158044
A06373,C04135,Current,971970
A06374,C00008,Current,167597
A06375,C03909,Savings,913316
A06376,C03123,Savings,627728
A06377,C00786,Savings,435867
A06378,C02803,Savings,516254
A06379,C02282,Savings,903915
A06380,C01881,Savings,73192
A06381,C03199,Current,29744
A06382,C01265,Current,710019
A06383,C03927,Savings,52869
A06384,C03263,Savings,473746
A06385,C01342,Savings,718473
A06386,C04519,Savings,362964
A06387,C01909,Current,682191
A06388,C00785,Current,19619
A06389,C01859,Savings,639110
A06390,C02396,Savings,781633
A06391,C02710,Savings,961399
A06392,C00854,Savings,324725
A06393,C01996,Savings,919840
A06394,C01079,Current,329191
A06395,C01455,Current,885164
A06396,C02687,Current,332922
A06397,C02097,Current,270471
A06398,C00428,Savings,30570
A06399,C04148,Current,587399
A06400,C01281,Savings,224225
A06401,C01415,Savings,275229
A06402,C00433,Current,325589
A06403,C04675,Current,415987
A06404,C01609,Savings,181902
A06405,C02239,Current,434032
A06406,C02982,Savings,184785
A06407,C02584,Current,330650
A06408,C02749,Savings,485963
A06409,C00839,Savings,170090
A06410,C02654,Current,265997
A06411,C01336,Savings,468772
A06412,C00433,Savings,804304
A06413,C04915,Savings,504880
A06414,C03215,Current,784729
A06415,C00490,Current,819281
A06416,C01989,Current,386477
A06417,C02293,Savings,560166
A06418,C03495,Current,581966
A06419,C01548,Current,219623
A06420,C02553,Current,999722
A06421,C03190,Savings,627584
A06422,C02936,Savings,391796
A06423,C03721,Current,830713
A06424,C02980,Current,850185
A06425,C01882,Current,801658
A06426,C00880,Savings,271475
A06427,C02315,Savings,222625
A06428,C00196,Savings,584378
A06429,C03253,Savings,730733
A06430,C00029,Current,629094
A06431,C00658,Savings,370183
A06432,C00988,Current,26416
A06433,C00277,Savings,350812
A06434,C04465,Current,275131
A06435,C03262,Current,936900
A06436,C04813,Current,212446
A06437,C00577,Savings,682638
A06438,C04918,Current,619674
A06439,C03555,Savings,202816
A06440,C00741,Current,638989
A06441,C04342,Current,600786
A06442,C01571,Current,223308
A06443,C03544,Current,273196
A06444,C03782,Savings,164927
A06445,C00555,Current,403045
A06446,C00589,Current,15079
A06447,C03047,Savings,336967
A06448,C03884,Current,664199
A06449,C04360,Current,908173
A06450,C02690,Savings,303938
A06451,C02343,Savings,484798
A06452,C03586,Current,562486
A06453,C00812,Savings,622402
A06454,C02558,Current,381073
A06455,C04037,Current,300703
A06456,C04023,Current,255741
A06457,C03775,Savings,783495
A06458,C03495,Current,104440
A06459,C01411,Current,829852
A06460,C01026,Current,228657
A06461,C01667,Current,272324
A06462,C03913,Current,124635
A06463,C04939,Current,827019
A06464,C02556,Current,870164
A06465,C02781,Current,906784
A06466,C04864,Current,246240
A06467,C03450,Current,624120
