TransactionID,AccountID,Amount,Type,Channel,Date
T032379,A07593,119637,Online,Mobile,2025-03-04
T032380,A09682,61662,Transfer,Branch,2025-12-21
T032381,A04754,158486,POS,Web,2026-05-06
T032382,A02328,153376,ATM,ATM,2025-11-14
T032383,A04821,48591,POS,Mobile,2026-01-07
T032384,A05986,39093,ATM,Mobile,2025-06-22
T032385,A01066,158368,ATM,Web,2025-09-20
T032386,A01915,61082,ATM,ATM,2026-05-07
T032387,A01235,12679,POS,Branch,2025-06-03
T032388,A02208,64875,Online,Mobile,2025-10-26
T032389,A06918,79570,Transfer,ATM,2025-04-11
T032390,A05533,11709,POS,Branch,2025-12-02
T032391,A05260,159038,Transfer,Branch,2025-06-29
T032392,A03725,52117,POS,Mobile,2025-09-20
T032393,A01925,87600,ATM,Web,2025-05-26
T032394,A04919,25671,Transfer,ATM,2026-01-29
T032395,A02355,76991,Online,ATM,2025-05-09
T032396,A09593,58208,POS,Mobile,2025-03-07
T032397,A05667,112753,Transfer,Mobile,2026-04-07
T032398,A07863,128121,ATM,ATM,2025-08-14
T032399,A04610,45785,Online,Web,2025-09-13
T032400,A09637,176372,POS,Web,2025-06-02
T032401,A03284,86847,Transfer,Mobile,2026-02-01
T032402,A01080,46060,Online,ATM,2025-05-16
T032403,A08725,105642,Online,Mobile,2026-02-21
T032404,A07998,42587,POS,Branch,2025-05-26
T032405,A09671,140634,Online,Mobile,2025-07-28
T032406,A02524,157130,Transfer,Branch,2025-08-03
T032407,A05872,78076,Transfer,Mobile,2025-01-30
T032408,A00680,30528,ATM,Mobile,2025-07-23
T032409,A05355,183867,POS,ATM,2025-10-04
T032410,A00147,28626,Transfer,Web,2026-01-17
T032411,A09403,2386,Transfer,Branch,2026-03-30
T032412,A05071,131870,ATM,Branch,2025-07-06
T032413,A03454,72157,Transfer,Mobile,2025-07-24
T032414,A09856,129049,ATM,Web,2025-11-19
T032415,A08745,88415,POS,ATM,2025-06-12
T032416,A03384,188358,Online,Web,2025-02-19
T032417,A07863,118930,Transfer,ATM,2025-05-03
T032418,A00428,88033,POS,Branch,2025-03-31
T032419,A00702,139087,POS,ATM,2025-01-24
T032420,A06721,73188,Online,Branch,2025-01-31
T032421,A05743,31149,ATM,Mobile,2025-01-02
T032422,A09646,54683,POS,Web,2026-01-25
T032423,A02950,159551,Transfer,Mobile,2025-07-02
T032424,A03677,138970,Online,ATM,2025-09-30
T032425,A06582,148380,Transfer,ATM,2025-08-11
T032426,A02745,89084,ATM,ATM,2025-12-07
T032427,A02935,791,Online,Web,2025-08-05
T032428,A04014,146679,Online,Branch,2026-04-27
T032429,A01924,134102,POS,Web,2025-05-17
T032430,A02016,187723,POS,Branch,2025-10-03
T032431,A04414,79880,Transfer,Mobile,2026-04-26
T032432,A04955,129186,POS,Web,2025-11-05
T032433,A06634,138409,ATM,Mobile,2025-04-21
T032434,A09978,137932,Transfer,ATM,2025-04-04
T032435,A05333,100645,ATM,ATM,2026-04-14
T032436,A04323,64823,Transfer,Branch,2025-05-26
T032437,A05923,164608,Online,ATM,2025-01-11
T032438,A01528,50566,ATM,ATM,2025-07-07
T032439,A04921,93493,Transfer,Branch,2026-03-05
T032440,A04737,84615,Online,Mobile,2026-02-17
T032441,A03451,83836,POS,Mobile,2025-07-04
T032442,A09939,170570,ATM,ATM,2026-02-16
T032443,A00904,183972,POS,Web,2026-01-20
T032444,A04744,122829,ATM,Web,2025-01-24
T032445,A06978,130414,ATM,Web,2025-01-28
T032446,A01733,128869,ATM,Web,2025-03-23
T032447,A04194,67972,Transfer,Mobile,2025-11-19
T032448,A08411,110505,ATM,Web,2025-08-07
T032449,A06132,18533,ATM,Web,2025-07-28
T032450,A02374,124830,POS,Web,2025-12-15
T032451,A01181,83808,POS,Web,2025-06-15
T032452,A03732,198644,Transfer,Web,2026-01-01
T032453,A09829,83891,Transfer,ATM,2025-01-16
T032454,A09672,93423,Transfer,Mobile,2025-06-10
T032455,A07909,169700,ATM,Mobile,2025-08-20
T032456,A00092,157938,ATM,Branch,2025-07-08
T032457,A01892,52235,Transfer,ATM,2026-02-22
T032458,A01233,76820,ATM,ATM,2025-12-14
T032459,A04784,119383,ATM,ATM,2025-03-05
T032460,A05737,6964,POS,Mobile,2025-04-12
T032461,A08941,198100,Online,Web,2025-08-25
T032462,A03288,196554,ATM,Mobile,2025-04-02
T032463,A00307,137553,Online,Web,2026-03-28
T032464,A02529,106582,ATM,ATM,2025-11-08
T032465,A07498,43482,ATM,ATM,2025-09-17
T032466,A00587,199745,Transfer,ATM,2026-02-12
T032467,A00697,124911,POS,Branch,2025-08-22
T032468,A03111,45133,Transfer,Mobile,2025-03-06
T032469,A02121,99048,ATM,Mobile,2026-02-14
T032470,A03019,1753,Transfer,Mobile,2025-03-24
T032471,A01103,162154,ATM,ATM,2025-05-30
T032472,A01828,169165,Online,Web,2026-01-19
T032473,A04370,79881,Transfer,Web,2025-05-23
T032474,A02264,39168,Transfer,Branch,2025-01-07
T032475,A04196,178074,Online,ATM,2025-03-07
T032476,A07867,107740,Online,Branch,2025-04-18
T032477,A07487,121149,POS,Web,2026-01-01
T032478,A00463,163718,ATM,Web,2025-06-22
T032479,A04312,52627,ATM,ATM,2025-04-17
T032480,A06404,133333,ATM,Branch,2026-02-07
T032481,A05129,147353,Online,Web,2026-05-14
T032482,A08512,172135,POS,Branch,2025-02-26
T032483,A05882,91902,ATM,ATM,2025-04-13
T032484,A02364,25054,Online,ATM,2025-05-29
T032485,A09840,161031,ATM,ATM,2025-07-19
T032486,A05780,119894,Transfer,Mobile,2025-09-06
T032487,A04907,70775,ATM,Mobile,2025-02-23
T032488,A02481,118509,ATM,Mobile,2025-01-25
T032489,A04366,167365,ATM,Mobile,2025-09-26
T032490,A05668,23963,POS,ATM,2025-04-17
T032491,A09530,107222,Online,Web,2026-04-19
T032492,A03475,114090,Transfer,Mobile,2026-02-05
T032493,A05896,100093,Transfer,Branch,2025-12-18
T032494,A05679,74865,ATM,ATM,2025-08-29
T032495,A04432,108927,Transfer,ATM,2025-04-20
T032496,A06260,48679,POS,Mobile,2026-01-24
T032497,A09442,19869,Transfer,Mobile,2026-02-25
T032498,A00322,11743,Online,Branch,2025-03-20
T032499,A01295,97763,Online,ATM,2025-12-06
T032500,A00634,141418,Transfer,Web,2025-08-10
T032501,A06016,188645,ATM,ATM,2025-04-19
T032502,A04834,172339,POS,ATM,2026-01-17
T032503,A02024,137137,Online,ATM,2025-07-24
T032504,A03904,32079,Online,Web,2025-09-03
T032505,A08753,174271,ATM,Web,2026-03-14
T032506,A03959,193816,Transfer,Branch,2025-02-26
T032507,A00331,33025,Online,ATM,2025-10-29
T032508,A09389,2765,Transfer,Branch,2025-12-21
T032509,A01432,165104,POS,Mobile,2025-12-15
T032510,A08886,184156,POS,Branch,2026-01-17
T032511,A07359,88396,Online,Mobile,2025-12-28
T032512,A01777,8680,ATM,Mobile,2026-04-29
T032513,A07957,158474,ATM,Branch,2025-10-18
T032514,A00869,133599,POS,Mobile,2025-04-10
T032515,A00351,88446,Online,ATM,2026-02-01
T032516,A03354,112978,ATM,Mobile,2026-04-20
T032517,A08029,56694,POS,Branch,2025-02-20
T032518,A03106,67712,Transfer,Branch,2026-04-16
T032519,A00338,43373,Transfer,Mobile,2026-05-07
T032520,A00207,41648,ATM,Mobile,2025-06-21
T032521,A06060,38590,Online,Mobile,2025-01-22
T032522,A09142,7105,Online,Branch,2025-03-23
T032523,A09555,58617,Transfer,Mobile,2025-09-17
T032524,A05333,49830,Online,Web,2025-02-07
T032525,A06204,130683,POS,Mobile,2026-01-14
T032526,A07253,32897,Online,ATM,2025-06-07
T032527,A06936,12820,Online,Branch,2026-03-28
T032528,A03241,128255,Online,Mobile,2025-06-27
T032529,A06292,187515,ATM,Branch,2026-03-12
T032530,A01340,22855,ATM,ATM,2025-07-20
T032531,A04225,60858,ATM,Web,2025-03-23
T032532,A01024,131493,Online,Web,2025-10-28
T032533,A01197,47557,Online,Branch,2026-04-15
T032534,A06192,40152,Transfer,Mobile,2025-10-30
T032535,A00680,75488,POS,Branch,2026-01-29
T032536,A05328,135128,ATM,Web,2025-08-09
T032537,A03886,131791,POS,ATM,2025-11-09
T032538,A04571,13315,Transfer,ATM,2025-05-19
T032539,A00102,70640,Online,ATM,2025-05-13
T032540,A07615,21071,Online,Mobile,2025-05-23
T032541,A06337,59807,POS,Mobile,2025-10-15
T032542,A00476,93205,POS,Branch,2025-05-03
T032543,A00873,121603,POS,Branch,2025-05-06
T032544,A05942,199708,Online,Mobile,2025-05-04
T032545,A04186,66723,POS,Web,2025-10-23
T032546,A02194,154158,POS,Branch,2025-10-09
T032547,A02413,114542,POS,Web,2026-01-26
T032548,A01809,114733,POS,ATM,2025-06-13
T032549,A09590,125020,POS,ATM,2025-01-14
T032550,A05855,28828,Online,Web,2026-01-02
T032551,A03779,108582,ATM,Mobile,2026-02-24
T032552,A08808,171067,ATM,Web,2025-11-18
T032553,A05259,186395,Online,ATM,2025-06-09
T032554,A07468,9022,Online,Web,2025-07-23
T032555,A02764,14405,Transfer,Mobile,2025-08-30
T032556,A03234,76438,Transfer,Branch,2025-10-04
T032557,A08558,38642,Transfer,Web,2025-07-24
T032558,A04839,108918,ATM,Mobile,2026-02-06
T032559,A07263,14933,Online,Web,2026-02-19
T032560,A02828,197567,Online,Web,2025-09-29
T032561,A07845,49275,POS,Web,2025-02-11
T032562,A08841,112776,POS,ATM,2025-12-28
T032563,A05476,169715,Online,Branch,2026-02-19
T032564,A00291,54526,ATM,Branch,2025-04-10
T032565,A07415,3592,Transfer,ATM,2025-07-07
T032566,A06142,141790,Online,Web,2025-07-08
T032567,A00847,169542,Online,Branch,2025-08-31
T032568,A05105,55237,ATM,Web,2025-05-29
T032569,A09766,99298,Online,Branch,2025-08-09
T032570,A06050,168441,ATM,Branch,2025-06-08
T032571,A08383,33285,POS,Mobile,2025-06-15
T032572,A01369,13903,ATM,ATM,2025-01-20
T032573,A08770,40649,POS,ATM,2026-03-28
T032574,A01628,31194,Online,Branch,2025-03-21
T032575,A02890,186680,ATM,Branch,2025-03-05
T032576,A03061,64749,Transfer,Mobile,2025-07-23
T032577,A02191,51694,POS,Web,2026-02-17
T032578,A06524,48303,Transfer,Web,2025-09-13
T032579,A01903,80442,ATM,ATM,2025-07-10
T032580,A02539,35877,Transfer,Mobile,2026-03-23
T032581,A03619,71588,Online,Mobile,2025-09-11
T032582,A01859,162595,Transfer,Web,2026-01-24
T032583,A05233,111322,Transfer,Branch,2025-08-15
T032584,A08038,108622,POS,Mobile,2025-03-18
T032585,A03354,144655,Online,Branch,2025-02-25
T032586,A04309,156633,Transfer,Mobile,2025-09-05
T032587,A00568,30085,Transfer,ATM,2025-09-03
T032588,A01995,169986,Transfer,ATM,2025-08-05
T032589,A06064,166650,ATM,Web,2025-08-11
T032590,A07956,177718,Online,Web,2025-06-17
T032591,A09495,54105,POS,Web,2025-02-24
T032592,A03264,29173,Online,ATM,2025-10-25
T032593,A09308,101197,ATM,Mobile,2025-04-21
T032594,A07645,64803,ATM,Web,2026-03-14
T032595,A07419,84550,POS,Mobile,2025-05-03
T032596,A07023,126495,ATM,Mobile,2025-04-13
T032597,A09002,106591,Transfer,Mobile,2025-09-11
T032598,A04879,78445,ATM,ATM,2025-11-10
T032599,A09124,21960,Transfer,Branch,2025-12-30
T032600,A02426,105533,ATM,ATM,2025-02-18
T032601,A01522,35622,Transfer,Branch,2025-10-31
T032602,A08086,176495,POS,ATM,2026-04-26
T032603,A00278,155976,ATM,Web,2026-04-24
T032604,A09762,164401,Transfer,Web,2025-10-05
T032605,A06854,26015,POS,Web,2026-04-03
T032606,A02957,177665,Online,Branch,2025-11-23
T032607,A03346,100154,ATM,Mobile,2026-04-21
T032608,A08300,113666,Transfer,Mobile,2026-03-11
T032609,A06077,138107,Transfer,Mobile,2025-12-09
T032610,A04345,150863,POS,Branch,2025-08-27
T032611,A08078,109562,POS,Branch,2026-01-07
T032612,A06496,179007,ATM,Web,2025-06-16
T032613,A08726,164832,POS,ATM,2026-04-03
T032614,A03541,45008,Online,ATM,2025-10-12
T032615,A01901,86480,Transfer,Branch,2025-03-26
T032616,A09307,43162,POS,Mobile,2025-12-30
T032617,A03479,130577,POS,ATM,2025-12-21
T032618,A07572,102309,POS,Branch,2025-03-18
T032619,A09115,102463,ATM,Branch,2026-01-17
T032620,A04384,15134,Online,ATM,2025-04-14
T032621,A02217,116518,POS,Web,2025-12-22
T032622,A00507,151520,ATM,ATM,2025-11-07
T032623,A00882,120813,Online,Branch,2025-12-16
T032624,A03370,66470,Transfer,Branch,2026-03-29
T032625,A03310,40601,ATM,Branch,2025-04-09
T032626,A04862,3420,ATM,Mobile,2026-04-06
T032627,A00226,93297,Online,Mobile,2025-09-08
T032628,A07420,178811,POS,Branch,2025-12-09
T032629,A08172,127640,ATM,Branch,2026-04-30
T032630,A05326,138751,Transfer,Branch,2026-02-28
T032631,A01618,48241,Transfer,ATM,2025-12-22
T032632,A02749,174208,POS,ATM,2025-08-05
T032633,A06725,112660,POS,ATM,2025-05-30
T032634,A00146,121364,ATM,ATM,2025-11-19
T032635,A07467,17667,Online,Web,2025-01-25
T032636,A08335,84783,Online,ATM,2025-06-29
T032637,A02874,36829,POS,Branch,2025-11-03
T032638,A05733,90872,POS,ATM,2026-03-24
T032639,A00352,73674,Online,Branch,2026-03-15
T032640,A09997,25200,Online,ATM,2025-12-21
T032641,A05335,104023,POS,Branch,2025-02-07
T032642,A03248,178451,Transfer,Branch,2025-05-23
T032643,A07265,1547,Transfer,Web,2025-07-02
T032644,A02705,14200,Transfer,ATM,2026-01-19
T032645,A08401,160610,Online,Branch,2025-06-23
T032646,A09154,26070,Online,Mobile,2026-01-13
T032647,A00008,150694,Online,Mobile,2025-07-09
T032648,A04708,96386,Transfer,ATM,2025-09-23
T032649,A02561,84893,ATM,Web,2025-10-29
T032650,A02818,161809,Transfer,Web,2025-07-10
T032651,A06888,12271,ATM,ATM,2026-01-17
T032652,A04487,117103,Transfer,ATM,2025-03-02
T032653,A06107,19313,Transfer,Mobile,2025-09-22
T032654,A09729,120395,Online,ATM,2025-12-26
T032655,A00840,136438,POS,ATM,2026-01-12
T032656,A02445,109656,Online,ATM,2025-07-26
T032657,A00531,120559,Online,Web,2025-04-26
T032658,A05162,161542,Online,Mobile,2025-02-19
T032659,A04194,6117,POS,Web,2025-01-03
T032660,A08141,198203,Online,ATM,2026-01-31
T032661,A03354,27267,ATM,Branch,2026-05-13
T032662,A09171,77002,Online,Mobile,2026-04-23
T032663,A08933,168293,ATM,Web,2025-04-26
T032664,A04673,126973,ATM,Mobile,2026-04-13
T032665,A02860,122845,ATM,Web,2025-06-22
T032666,A05985,191690,Online,Web,2025-02-07
T032667,A01306,192136,POS,ATM,2025-09-11
T032668,A07119,149278,ATM,Branch,2025-08-07
T032669,A09532,49284,POS,Web,2025-04-15
T032670,A01262,110213,ATM,Mobile,2026-04-29
T032671,A09143,73641,Online,Branch,2026-02-14
T032672,A07493,170270,Online,ATM,2025-11-02
T032673,A07507,191270,POS,Branch,2025-07-31
T032674,A00869,107026,Transfer,Web,2025-06-21
T032675,A04766,100541,Online,Mobile,2026-05-09
T032676,A06641,176278,Transfer,Branch,2025-02-24
T032677,A00656,130315,Transfer,Mobile,2025-06-19
T032678,A00926,96493,POS,ATM,2026-02-21
T032679,A04546,175476,POS,ATM,2026-02-16
T032680,A07667,185352,POS,Web,2025-01-03
T032681,A00617,131222,POS,Web,2025-05-08
T032682,A00054,45245,Transfer,Mobile,2026-04-12
T032683,A08670,15696,Transfer,ATM,2026-02-05
T032684,A03687,138614,ATM,Web,2025-02-19
T032685,A08775,178394,Online,Branch,2025-07-21
T032686,A08992,128087,Online,Web,2025-09-22
T032687,A00386,140212,ATM,Branch,2025-10-24
T032688,A04643,137054,ATM,Branch,2025-08-06
T032689,A03289,179036,Online,ATM,2025-11-15
T032690,A06129,111430,ATM,ATM,2026-04-29
T032691,A04597,36757,Transfer,ATM,2025-04-16
T032692,A01050,174437,POS,Web,2026-01-29
T032693,A08581,38977,ATM,Branch,2025-07-08
T032694,A04822,109093,Transfer,Branch,2025-12-30
T032695,A06165,142902,ATM,ATM,2025-12-15
T032696,A06999,128826,POS,Branch,2025-02-08
T032697,A02170,40329,ATM,Mobile,2026-02-04
T032698,A06541,30423,ATM,ATM,2025-09-29
T032699,A02004,137839,POS,Mobile,2026-05-15
T032700,A05996,1983,Transfer,Branch,2025-07-24
T032701,A00616,172199,Transfer,Web,2025-02-02
T032702,A00537,148888,Transfer,Mobile,2025-02-02
T032703,A03163,82221,POS,Branch,2025-03-27
T032704,A03453,166077,Transfer,Branch,2026-04-02
T032705,A03087,38887,POS,Web,2025-11-20
T032706,A00240,91243,Transfer,Mobile,2025-04-22
T032707,A02259,53658,Transfer,Branch,2026-03-19
T032708,A07941,583,Online,Web,2025-01-31
T032709,A07938,52854,Online,Branch,2025-05-13
T032710,A02748,77526,POS,Web,2026-04-30
T032711,A07024,86305,Online,Branch,2025-10-15
T032712,A07183,126933,POS,Web,2025-11-06
T032713,A00056,166507,ATM,Mobile,2026-02-17
T032714,A06142,161646,ATM,ATM,2025-09-23
T032715,A06458,26737,Online,Web,2026-05-12
T032716,A00093,199999,POS,Web,2026-05-10
T032717,A08117,10141,Online,Web,2025-11-17
T032718,A06488,190691,ATM,Mobile,2025-03-23
T032719,A03024,42267,ATM,Mobile,2025-05-09
T032720,A04700,175955,POS,Mobile,2026-02-28
T032721,A00688,65950,Transfer,Mobile,2025-07-16
T032722,A09718,32206,Transfer,Branch,2026-01-22
T032723,A01218,20577,ATM,ATM,2025-07-07
T032724,A03322,9920,Online,ATM,2025-09-13
T032725,A01453,150279,Transfer,Mobile,2025-06-27
T032726,A08354,71666,ATM,Mobile,2026-03-24
T032727,A03375,100130,ATM,Branch,2025-12-18
T032728,A03499,73732,Online,Mobile,2026-03-20
T032729,A05679,70022,Transfer,Web,2025-02-15
T032730,A01394,48755,POS,Branch,2025-08-16
T032731,A05592,7452,POS,Branch,2025-08-14
T032732,A05570,185860,Online,Web,2026-01-22
T032733,A00177,155123,ATM,Branch,2025-07-11
T032734,A08052,70539,POS,ATM,2025-07-07
T032735,A02976,147952,ATM,Branch,2025-10-22
T032736,A02024,118263,Online,Branch,2025-07-04
T032737,A08604,125031,POS,Branch,2026-02-16
T032738,A08907,159290,POS,ATM,2025-01-05
T032739,A00986,191374,POS,Web,2025-06-09
T032740,A09939,146685,ATM,Mobile,2025-06-15
T032741,A07290,111673,Transfer,ATM,2025-11-15
T032742,A01545,128749,POS,ATM,2025-07-22
T032743,A04962,112903,POS,Web,2025-06-29
T032744,A03228,6043,Online,ATM,2025-11-25
T032745,A07076,66011,ATM,ATM,2025-08-31
T032746,A08363,62075,Online,ATM,2025-11-12
T032747,A01743,85393,ATM,ATM,2025-09-18
T032748,A07051,20102,Transfer,Web,2026-02-02
T032749,A08565,188048,POS,Branch,2026-03-06
T032750,A03007,89705,POS,Branch,2025-03-20
T032751,A03502,91789,POS,Branch,2026-03-19
T032752,A09785,113554,Transfer,ATM,2025-11-15
T032753,A07747,100885,ATM,Web,2025-10-22
T032754,A02631,146304,Online,Branch,2025-12-21
T032755,A00745,31543,POS,Branch,2025-04-03
T032756,A03705,97453,Transfer,ATM,2025-04-03
T032757,A03120,154336,ATM,Mobile,2025-07-18
T032758,A09971,185497,Online,Branch,2025-10-11
T032759,A00091,5721,Online,Branch,2025-11-02
T032760,A09519,66638,ATM,Mobile,2025-01-01
T032761,A04274,95896,ATM,Branch,2025-09-30
T032762,A00486,142456,ATM,Branch,2026-05-01
T032763,A08998,135356,Online,Branch,2025-04-14
T032764,A08888,81864,POS,Branch,2025-06-15
T032765,A07371,193462,POS,Web,2025-03-08
T032766,A07151,182362,Online,Branch,2026-04-16
T032767,A02725,80789,Transfer,Mobile,2025-05-02
T032768,A00803,23129,ATM,Branch,2026-04-30
T032769,A09375,61084,ATM,Mobile,2026-04-22
T032770,A08343,161796,ATM,Web,2026-04-16
T032771,A07692,105978,Online,Mobile,2025-12-01
T032772,A08958,98915,POS,ATM,2025-06-18
T032773,A09071,39373,Online,Branch,2025-03-03
T032774,A09903,20340,POS,ATM,2025-06-02
T032775,A06046,62957,Online,Mobile,2025-09-18
T032776,A09564,157109,POS,Branch,2025-06-02
T032777,A01425,36782,POS,Mobile,2025-02-04
T032778,A06024,157278,Online,ATM,2025-12-24
T032779,A02354,36586,POS,ATM,2025-12-29
T032780,A00819,81416,POS,Branch,2026-01-09
T032781,A06849,96968,Transfer,Branch,2025-11-14
T032782,A04786,13206,POS,Mobile,2025-08-04
T032783,A06286,63382,ATM,Branch,2025-02-08
T032784,A09032,183504,POS,ATM,2026-02-16
T032785,A04982,116068,POS,ATM,2026-04-28
T032786,A05356,185462,ATM,Mobile,2025-04-09
T032787,A01451,21803,POS,Branch,2025-01-28
T032788,A01344,91276,Transfer,ATM,2025-08-13
T032789,A04762,6928,POS,ATM,2025-07-21
T032790,A05947,37814,Online,Web,2025-08-09
T032791,A09212,148179,ATM,Web,2025-07-22
T032792,A04423,157999,Online,Web,2025-11-09
T032793,A04104,39349,Transfer,Mobile,2025-02-17
T032794,A01751,112024,Transfer,ATM,2025-12-10
T032795,A09709,112287,Online,Branch,2025-03-11
T032796,A06097,72821,ATM,ATM,2025-10-06
T032797,A03940,175599,POS,Mobile,2025-12-12
T032798,A02376,86817,Transfer,ATM,2025-07-08
T032799,A01740,148314,ATM,Mobile,2025-04-22
T032800,A06753,171322,ATM,Web,2025-05-25
T032801,A04293,125517,Online,ATM,2025-12-01
T032802,A07615,199388,Transfer,Branch,2026-05-16
T032803,A01551,122764,ATM,Web,2025-10-30
T032804,A01273,36395,ATM,Mobile,2025-12-12
T032805,A02916,53363,POS,Web,2025-01-19
T032806,A03097,123936,POS,Web,2026-01-20
T032807,A03679,127090,ATM,Branch,2025-05-28
T032808,A09800,145664,Transfer,ATM,2025-02-10
T032809,A03100,182101,POS,Mobile,2025-03-05
T032810,A05241,118497,POS,ATM,2025-07-28
T032811,A02691,44937,Transfer,Web,2026-03-26
T032812,A03887,69071,Transfer,Mobile,2025-12-18
T032813,A08035,17208,POS,Mobile,2026-04-23
T032814,A05784,5177,Online,Mobile,2025-05-26
T032815,A08877,170811,POS,Web,2025-06-03
T032816,A09689,20291,POS,Branch,2025-03-08
T032817,A04195,130305,ATM,Mobile,2026-03-25
T032818,A00596,77152,POS,ATM,2026-01-30
T032819,A02099,81445,ATM,Mobile,2025-04-29
T032820,A04579,95212,Online,Mobile,2025-01-29
T032821,A00766,78139,Transfer,ATM,2026-02-01
T032822,A04256,125710,Transfer,Branch,2025-04-05
T032823,A07145,133354,Online,Web,2026-05-14
T032824,A09117,164161,ATM,Branch,2026-01-29
T032825,A05604,152541,POS,Branch,2025-02-03
T032826,A05541,99402,Online,ATM,2025-04-26
T032827,A03846,135616,POS,Branch,2025-11-20
T032828,A07703,61678,ATM,Mobile,2026-01-09
T032829,A01397,167643,POS,Mobile,2025-06-24
T032830,A04167,4330,Transfer,Branch,2026-01-07
T032831,A04590,30490,ATM,ATM,2026-04-07
T032832,A06013,79499,Transfer,ATM,2025-08-31
T032833,A07850,131378,ATM,Mobile,2025-03-16
T032834,A09993,97184,Transfer,Mobile,2025-02-26
T032835,A00373,8192,ATM,Branch,2025-01-03
T032836,A04486,14536,ATM,ATM,2025-04-20
T032837,A06218,60956,Transfer,Mobile,2025-08-13
T032838,A00432,94666,POS,Web,2025-07-03
T032839,A01949,93446,ATM,Branch,2026-02-14
T032840,A07731,148944,POS,Branch,2025-09-10
T032841,A02399,73814,POS,ATM,2025-11-10
T032842,A00415,89766,ATM,ATM,2025-08-02
T032843,A09011,96499,Transfer,Mobile,2026-05-03
T032844,A01632,171840,Online,ATM,2025-07-18
T032845,A05833,76079,Online,ATM,2026-01-10
T032846,A02973,12444,POS,ATM,2026-05-14
T032847,A07327,95515,Online,ATM,2025-06-21
T032848,A09444,18824,POS,Mobile,2025-12-04
T032849,A02632,158589,ATM,Branch,2025-04-26
T032850,A00630,199793,POS,Branch,2025-01-09
T032851,A09415,5254,POS,ATM,2026-02-07
T032852,A01163,155452,Online,Mobile,2025-08-22
T032853,A00319,52157,ATM,Web,2025-11-01
T032854,A00889,61486,Transfer,Mobile,2025-06-20
T032855,A01830,115302,ATM,Branch,2025-09-12
T032856,A04283,5042,POS,Branch,2025-07-16
T032857,A01281,198451,ATM,Branch,2025-11-18
T032858,A03816,160311,Online,Mobile,2025-03-09
T032859,A01967,73020,POS,Mobile,2025-08-10
T032860,A08727,105701,ATM,Mobile,2025-07-05
T032861,A07697,35402,ATM,Web,2026-01-02
T032862,A04553,183659,ATM,Mobile,2026-03-27
T032863,A03462,189128,ATM,Mobile,2025-11-07
T032864,A06451,49278,ATM,ATM,2025-05-29
T032865,A07766,86651,POS,Mobile,2025-04-12
T032866,A02827,130819,Transfer,Web,2025-02-13
T032867,A07343,38550,POS,Mobile,2025-07-01
T032868,A05048,146147,POS,Branch,2025-08-19
T032869,A05981,94648,ATM,Web,2025-02-07
T032870,A08665,84794,POS,Branch,2025-07-05
T032871,A09516,175665,ATM,Mobile,2025-12-13
T032872,A07199,93204,ATM,ATM,2025-02-15
T032873,A03949,112931,POS,Web,2025-11-05
T032874,A07816,52981,ATM,ATM,2025-07-22
T032875,A00684,78844,Online,Mobile,2025-10-21
T032876,A09500,98283,POS,Mobile,2025-06-03
T032877,A09929,177637,Online,Mobile,2025-09-20
T032878,A04378,139082,Transfer,ATM,2025-12-16
T032879,A08988,165817,POS,Branch,2025-01-04
T032880,A06418,41239,ATM,Web,2026-02-12
T032881,A01584,121643,POS,ATM,2026-03-16
T032882,A04684,145097,POS,Branch,2025-11-01
T032883,A03519,105306,POS,ATM,2026-04-22
T032884,A01372,157849,ATM,Web,2025-09-24
T032885,A01018,79877,Transfer,Branch,2025-06-10
T032886,A02301,38950,POS,Mobile,2026-03-03
T032887,A05953,115825,Transfer,ATM,2025-11-20
T032888,A04134,59334,POS,Mobile,2025-05-02
T032889,A02192,189250,Transfer,Branch,2025-06-27
T032890,A07048,70909,ATM,Branch,2026-04-14
T032891,A00248,128940,POS,Branch,2025-12-20
T032892,A03763,105585,Transfer,Web,2026-05-13
T032893,A02204,64065,POS,Branch,2026-01-13
T032894,A02444,52790,Transfer,Web,2026-03-30
T032895,A04772,198909,Online,Branch,2026-04-06
T032896,A09156,117685,POS,Mobile,2025-12-26
T032897,A00376,5506,ATM,Mobile,2025-11-25
T032898,A03231,129427,Online,Mobile,2025-10-09
T032899,A09310,36359,Online,ATM,2025-11-05
T032900,A01783,24026,ATM,Web,2026-01-18
T032901,A05776,192376,Online,ATM,2026-03-13
T032902,A08948,141928,Transfer,Mobile,2025-09-19
T032903,A01047,11232,Transfer,Web,2025-06-24
T032904,A00707,111007,Transfer,Mobile,2025-08-07
T032905,A08728,159166,POS,Web,2025-11-20
T032906,A09749,61124,POS,Web,2025-08-22
T032907,A08686,64858,ATM,ATM,2025-01-13
T032908,A01233,162564,Transfer,Branch,2025-11-08
T032909,A03947,62336,POS,Branch,2025-11-25
T032910,A07602,146157,Transfer,Branch,2025-11-01
T032911,A05934,130753,Transfer,Mobile,2026-03-29
T032912,A04991,105296,Transfer,Mobile,2025-05-21
T032913,A08988,22092,POS,ATM,2025-04-26
T032914,A09926,81076,Transfer,Mobile,2026-02-26
T032915,A05686,174790,Transfer,ATM,2025-04-17
T032916,A05893,135299,Online,Web,2025-09-12
T032917,A03984,61456,ATM,ATM,2025-03-21
T032918,A03384,32597,ATM,Web,2025-09-13
T032919,A05264,6478,Online,Mobile,2026-02-15
T032920,A08133,22606,ATM,ATM,2026-01-23
