FraudID,TransactionID,FraudType,LossAmount
F01600,T042472,Card Fraud,257448
F01601,T038358,Identity Theft,384041
F01602,T044084,Card Fraud,78551
F01603,T038337,Identity Theft,82417
F01604,T027617,Money Laundering,220278
F01605,T031205,Card Fraud,432960
F01606,T009742,Money Laundering,312632
F01607,T025047,Money Laundering,334535
F01608,T023756,Phishing,141931
F01609,T028360,Card Fraud,370600
F01610,T000320,Phishing,264747
F01611,T000263,Identity Theft,378006
F01612,T034972,Phishing,144247
F01613,T004869,Identity Theft,269904
F01614,T025102,Identity Theft,328405
F01615,T006556,Phishing,131113
F01616,T037817,Identity Theft,307515
F01617,T000225,Identity Theft,397385
F01618,T034199,Identity Theft,9526
F01619,T022579,Identity Theft,19325
F01620,T030330,Phishing,272837
F01621,T040909,Money Laundering,419950
F01622,T020891,Money Laundering,107205
F01623,T040644,Money Laundering,5362
F01624,T005451,Identity Theft,36818
F01625,T031038,Card Fraud,218372
F01626,T008477,Identity Theft,23227
F01627,T023126,Money Laundering,483232
F01628,T018897,Money Laundering,92241
F01629,T045079,Money Laundering,31767
F01630,T022295,Card Fraud,486985
F01631,T000856,Card Fraud,427073
F01632,T021871,Money Laundering,305873
F01633,T033654,Phishing,183968
F01634,T016887,Identity Theft,283392
F01635,T018192,Money Laundering,147321
F01636,T004844,Identity Theft,357445
F01637,T015858,Phishing,460734
F01638,T017519,Card Fraud,226360
F01639,T010543,Phishing,339487
F01640,T041728,Money Laundering,243323
F01641,T029397,Phishing,433680
F01642,T026162,Money Laundering,374007
F01643,T007568,Identity Theft,53799
F01644,T000687,Card Fraud,224073
F01645,T001186,Card Fraud,262599
F01646,T047160,Phishing,453501
F01647,T021438,Phishing,328723
F01648,T041774,Money Laundering,183994
F01649,T048999,Money Laundering,252368
F01650,T049025,Identity Theft,72111
F01651,T023161,Phishing,245286
F01652,T021299,Card Fraud,318083
F01653,T029446,Phishing,301870
F01654,T015267,Money Laundering,84413
F01655,T011317,Card Fraud,94953
F01656,T001773,Identity Theft,57819
F01657,T046699,Identity Theft,169030
F01658,T001291,Card Fraud,442047
F01659,T010710,Money Laundering,219134
F01660,T004635,Identity Theft,133395
F01661,T032665,Identity Theft,55189
F01662,T009663,Identity Theft,481166
F01663,T032166,Identity Theft,61783
F01664,T005950,Phishing,39966
F01665,T027148,Money Laundering,112927
F01666,T001989,Identity Theft,161442
F01667,T021325,Phishing,398227
F01668,T000793,Money Laundering,459134
F01669,T031700,Money Laundering,143022
F01670,T049766,Card Fraud,189263
F01671,T042155,Identity Theft,32074
F01672,T006174,Phishing,72672
F01673,T015406,Card Fraud,490519
F01674,T022201,Phishing,283166
F01675,T036786,Phishing,17281
F01676,T009589,Identity Theft,188054
F01677,T005654,Identity Theft,356358
F01678,T017037,Identity Theft,246190
F01679,T002336,Money Laundering,445661
F01680,T034323,Card Fraud,390012
F01681,T022472,Identity Theft,395313
F01682,T046214,Card Fraud,324286
F01683,T000842,Identity Theft,92772
F01684,T024103,Money Laundering,153142
F01685,T046361,Card Fraud,266806
F01686,T011916,Identity Theft,332538
F01687,T001535,Phishing,141625
F01688,T009206,Money Laundering,48511
F01689,T006782,Card Fraud,491332
F01690,T032297,Identity Theft,438968
F01691,T026581,Money Laundering,478464
F01692,T012534,Phishing,83316
F01693,T003472,Identity Theft,77028
F01694,T042857,Money Laundering,189990
F01695,T028614,Phishing,320714
F01696,T042101,Card Fraud,232033
F01697,T018650,Phishing,431227
F01698,T047971,Identity Theft,85680
F01699,T025822,Phishing,77815
F01700,T025644,Identity Theft,241557
F01701,T012928,Identity Theft,336478
F01702,T027105,Phishing,281615
F01703,T035920,Identity Theft,285171
F01704,T046427,Identity Theft,251966
F01705,T002727,Card Fraud,100405
F01706,T001532,Identity Theft,447852
F01707,T022877,Card Fraud,463413
F01708,T031794,Money Laundering,100322
F01709,T016248,Identity Theft,424967
F01710,T010155,Money Laundering,435445
F01711,T008242,Money Laundering,181737
F01712,T029392,Card Fraud,5499
F01713,T009810,Phishing,354617
F01714,T014492,Card Fraud,402185
F01715,T005496,Identity Theft,114649
F01716,T005402,Money Laundering,316221
F01717,T016531,Card Fraud,27329
F01718,T019728,Money Laundering,139802
F01719,T030390,Card Fraud,146027
F01720,T033233,Card Fraud,499628
F01721,T027899,Identity Theft,118514
F01722,T030650,Phishing,316577
F01723,T033311,Card Fraud,154441
F01724,T021642,Money Laundering,32326
F01725,T046058,Phishing,179972
F01726,T034216,Card Fraud,7611
F01727,T013453,Identity Theft,186586
F01728,T038691,Card Fraud,402128
F01729,T017499,Identity Theft,92990
F01730,T041868,Card Fraud,105765
F01731,T049306,Phishing,55103
F01732,T016725,Money Laundering,91863
F01733,T041413,Card Fraud,332713
F01734,T031378,Phishing,428888
F01735,T043500,Card Fraud,383675
F01736,T041839,Money Laundering,50131
F01737,T017676,Phishing,453605
F01738,T010140,Phishing,55213
F01739,T021580,Phishing,337004
F01740,T032346,Phishing,445392
F01741,T004324,Money Laundering,377823
F01742,T013226,Identity Theft,240761
F01743,T009186,Money Laundering,136414
F01744,T049878,Money Laundering,43718
F01745,T020415,Identity Theft,70770
F01746,T007308,Identity Theft,487547
F01747,T004505,Money Laundering,384085
F01748,T024593,Money Laundering,84626
F01749,T005051,Identity Theft,491145
F01750,T016872,Card Fraud,73165
F01751,T017398,Identity Theft,494039
F01752,T032402,Money Laundering,300779
F01753,T001128,Phishing,16972
F01754,T047372,Phishing,278123
F01755,T004797,Phishing,376365
F01756,T035890,Identity Theft,408949
F01757,T002468,Card Fraud,477909
F01758,T035531,Phishing,104324
F01759,T021945,Phishing,127194
F01760,T035272,Card Fraud,289316
F01761,T014408,Phishing,488469
F01762,T001366,Identity Theft,377550
F01763,T048756,Identity Theft,406600
F01764,T030058,Phishing,121191
F01765,T011506,Phishing,383408
F01766,T038614,Phishing,197500
F01767,T011665,Money Laundering,144534
F01768,T000065,Card Fraud,84620
F01769,T016972,Money Laundering,172621
F01770,T033942,Phishing,75426
F01771,T043568,Money Laundering,257655
F01772,T017037,Phishing,302809
F01773,T029640,Identity Theft,9032
F01774,T001477,Phishing,79945
F01775,T009127,Identity Theft,116830
F01776,T025741,Card Fraud,204721
F01777,T046255,Money Laundering,321444
F01778,T019424,Money Laundering,67380
F01779,T002985,Card Fraud,220581
F01780,T002581,Money Laundering,87689
F01781,T001575,Card Fraud,56773
F01782,T049439,Card Fraud,440137
F01783,T048012,Phishing,275736
F01784,T005804,Phishing,5938
F01785,T023776,Identity Theft,254604
F01786,T012987,Phishing,61511
F01787,T015600,Money Laundering,81522
F01788,T008340,Phishing,451952
F01789,T031547,Phishing,36740
F01790,T043854,Money Laundering,256852
F01791,T012469,Money Laundering,380812
F01792,T008120,Money Laundering,386653
F01793,T007231,Card Fraud,411631
F01794,T016919,Money Laundering,54741
F01795,T023856,Money Laundering,37523
F01796,T025214,Money Laundering,487295
F01797,T045260,Card Fraud,209354
F01798,T004400,Card Fraud,51502
F01799,T007139,Phishing,83447
F01800,T006287,Card Fraud,249313
F01801,T036405,Phishing,193973
F01802,T031848,Card Fraud,428621
F01803,T048280,Card Fraud,410479
F01804,T047656,Phishing,433083
F01805,T008517,Identity Theft,164775
F01806,T024236,Money Laundering,429174
F01807,T004611,Money Laundering,300131
F01808,T020534,Phishing,176733
F01809,T030459,Phishing,52824
F01810,T040972,Phishing,337981
F01811,T042613,Card Fraud,43651
F01812,T045969,Card Fraud,166515
F01813,T045761,Identity Theft,80785
F01814,T009267,Phishing,39237
F01815,T023177,Phishing,433781
F01816,T025475,Money Laundering,449944
F01817,T047155,Identity Theft,496805
F01818,T045799,Phishing,356919
F01819,T044655,Card Fraud,325027
F01820,T006073,Identity Theft,339385
F01821,T047078,Identity Theft,410562
F01822,T011669,Money Laundering,257634
F01823,T018115,Phishing,185625
F01824,T014531,Phishing,153459
F01825,T039740,Phishing,319353
F01826,T028681,Identity Theft,291717
F01827,T043306,Phishing,440879
F01828,T008287,Phishing,217312
F01829,T004060,Card Fraud,148351
F01830,T038403,Money Laundering,149115
F01831,T030664,Money Laundering,472153
F01832,T043242,Money Laundering,4609
F01833,T003537,Phishing,182074
F01834,T029313,Money Laundering,4479
F01835,T006069,Phishing,424129
F01836,T017609,Money Laundering,429147
F01837,T040911,Card Fraud,51677
F01838,T018345,Card Fraud,368588
F01839,T028611,Card Fraud,48187
F01840,T043131,Card Fraud,171814
F01841,T044483,Card Fraud,413846
F01842,T029006,Card Fraud,469879
F01843,T025177,Card Fraud,175168
F01844,T015214,Identity Theft,314178
F01845,T015182,Identity Theft,410616
F01846,T036341,Card Fraud,358784
F01847,T032986,Card Fraud,1442
F01848,T022039,Phishing,160930
F01849,T040193,Identity Theft,200973
F01850,T033163,Identity Theft,366296
F01851,T023808,Money Laundering,458686
F01852,T002393,Money Laundering,461840
F01853,T031970,Identity Theft,370669
F01854,T013298,Money Laundering,65154
F01855,T000800,Card Fraud,428500
F01856,T012920,Card Fraud,138232
F01857,T036818,Money Laundering,389120
F01858,T045665,Phishing,463097
F01859,T025126,Card Fraud,431785
F01860,T021189,Money Laundering,8258
F01861,T023441,Money Laundering,327290
F01862,T025823,Identity Theft,48721
F01863,T027216,Card Fraud,374144
F01864,T005137,Card Fraud,355541
F01865,T013275,Phishing,418754
F01866,T005397,Card Fraud,367162
F01867,T049065,Card Fraud,7097
F01868,T029734,Card Fraud,1967
F01869,T045423,Card Fraud,317991
F01870,T030126,Phishing,440072
F01871,T020352,Card Fraud,276062
F01872,T005807,Identity Theft,88918
F01873,T035867,Identity Theft,259640
F01874,T016862,Phishing,243069
F01875,T033498,Money Laundering,166925
F01876,T006788,Money Laundering,54743
F01877,T010552,Identity Theft,22819
F01878,T006124,Money Laundering,39118
F01879,T009159,Money Laundering,364075
F01880,T032497,Phishing,254914
F01881,T009355,Phishing,222935
F01882,T024798,Card Fraud,315741
F01883,T030760,Card Fraud,326526
F01884,T016415,Card Fraud,305947
F01885,T046030,Money Laundering,496068
F01886,T047457,Identity Theft,461062
F01887,T026310,Phishing,35665
F01888,T049556,Card Fraud,324631
F01889,T044142,Identity Theft,225762
F01890,T045096,Money Laundering,203276
F01891,T045226,Identity Theft,216452
F01892,T024184,Identity Theft,65914
F01893,T022234,Card Fraud,433423
F01894,T005137,Identity Theft,343567
F01895,T027615,Phishing,165286
F01896,T034856,Money Laundering,368580
F01897,T029447,Money Laundering,465808
F01898,T041398,Identity Theft,254220
F01899,T032487,Phishing,452429
F01900,T028690,Phishing,241722
F01901,T016446,Identity Theft,228650
F01902,T047343,Identity Theft,207774
F01903,T030819,Money Laundering,325031
F01904,T014338,Card Fraud,36156
F01905,T045861,Identity Theft,106763
F01906,T047326,Money Laundering,94971
F01907,T041281,Money Laundering,488239
F01908,T046757,Card Fraud,331261
F01909,T004251,Card Fraud,302933
F01910,T028727,Card Fraud,14793
F01911,T008002,Identity Theft,236802
F01912,T026378,Money Laundering,292341
F01913,T007155,Identity Theft,280963
F01914,T003114,Card Fraud,229806
F01915,T035807,Identity Theft,124370
F01916,T004292,Phishing,367040
F01917,T004976,Identity Theft,375022
F01918,T015750,Card Fraud,446649
F01919,T033010,Money Laundering,416184
F01920,T021560,Card Fraud,249357
F01921,T037874,Phishing,29075
F01922,T003980,Identity Theft,431386
F01923,T000028,Phishing,81274
F01924,T000933,Identity Theft,5278
F01925,T037346,Phishing,422478
F01926,T047092,Phishing,183102
F01927,T006415,Phishing,107238
F01928,T028818,Phishing,183947
F01929,T004210,Phishing,219300
F01930,T019068,Money Laundering,362777
F01931,T018173,Card Fraud,282837
F01932,T005695,Card Fraud,91313
F01933,T004732,Card Fraud,468267
F01934,T034531,Card Fraud,351365
F01935,T006893,Identity Theft,125560
F01936,T023933,Phishing,492329
F01937,T026697,Card Fraud,357818
F01938,T020615,Money Laundering,13086
F01939,T012060,Phishing,235160
F01940,T021493,Phishing,422391
F01941,T047283,Phishing,202005
F01942,T035686,Identity Theft,299169
F01943,T043107,Money Laundering,233533
F01944,T017284,Phishing,410264
F01945,T003652,Card Fraud,431300
F01946,T043711,Identity Theft,2261
F01947,T043715,Money Laundering,263130
F01948,T044321,Card Fraud,244430
F01949,T013967,Card Fraud,272914
F01950,T025587,Phishing,291641
F01951,T012848,Money Laundering,135868
F01952,T041634,Identity Theft,250854
F01953,T001596,Phishing,181060
F01954,T011107,Identity Theft,290816
F01955,T032346,Identity Theft,322233
F01956,T030652,Money Laundering,110324
F01957,T041836,Identity Theft,324393
F01958,T007312,Card Fraud,411196
F01959,T027725,Identity Theft,294892
F01960,T033766,Card Fraud,349992
F01961,T023827,Phishing,257621
F01962,T004914,Money Laundering,343813
F01963,T045837,Money Laundering,351447
F01964,T032527,Phishing,311080
F01965,T043747,Identity Theft,215088
F01966,T019059,Money Laundering,54175
F01967,T020678,Money Laundering,494497
F01968,T019860,Card Fraud,72584
F01969,T031517,Card Fraud,405216
F01970,T000821,Card Fraud,275840
F01971,T041602,Phishing,415562
F01972,T005457,Card Fraud,422436
F01973,T041240,Phishing,159396
F01974,T038281,Money Laundering,441604
F01975,T032877,Card Fraud,442324
F01976,T019499,Identity Theft,99591
F01977,T046855,Phishing,94511
F01978,T022079,Identity Theft,377840
F01979,T021266,Money Laundering,433860
F01980,T023895,Phishing,143675
F01981,T015500,Identity Theft,166011
F01982,T024623,Money Laundering,398732
F01983,T004101,Identity Theft,155490
F01984,T002524,Phishing,189628
F01985,T039163,Identity Theft,84089
F01986,T035229,Phishing,281667
F01987,T009914,Identity Theft,258935
F01988,T001765,Money Laundering,18907
F01989,T034858,Phishing,90141
F01990,T048416,Identity Theft,263319
F01991,T037895,Money Laundering,302146
F01992,T007544,Phishing,233232
F01993,T020584,Money Laundering,164735
F01994,T008882,Identity Theft,233752
F01995,T044677,Card Fraud,189610
F01996,T017995,Money Laundering,108765
F01997,T043492,Card Fraud,217512
F01998,T001682,Identity Theft,377848
F01999,T003669,Money Laundering,85238
F02000,T005009,Card Fraud,186762
F02001,T049572,Money Laundering,367193
F02002,T007502,Identity Theft,264034
F02003,T008744,Phishing,360738
F02004,T023379,Money Laundering,166959
F02005,T047817,Card Fraud,225272
F02006,T008725,Money Laundering,188314
F02007,T046560,Card Fraud,343878
F02008,T031774,Money Laundering,136432
F02009,T043615,Phishing,45209
F02010,T021108,Identity Theft,49973
F02011,T015476,Phishing,5854
F02012,T040334,Phishing,20959
F02013,T036872,Money Laundering,186607
F02014,T002057,Money Laundering,397192
F02015,T042509,Identity Theft,129311
F02016,T032808,Identity Theft,248616
F02017,T016525,Phishing,396039
F02018,T012408,Money Laundering,336057
F02019,T025293,Phishing,421465
F02020,T041503,Identity Theft,169912
F02021,T004189,Money Laundering,7092
F02022,T029162,Identity Theft,67136
F02023,T023580,Identity Theft,2847
F02024,T021883,Money Laundering,79870
F02025,T004540,Phishing,391709
F02026,T036313,Card Fraud,350285
F02027,T022911,Identity Theft,278769
F02028,T033230,Phishing,128869
F02029,T024822,Money Laundering,219599
F02030,T033993,Card Fraud,465307
F02031,T034997,Card Fraud,347448
F02032,T010745,Identity Theft,73771
F02033,T046509,Identity Theft,470993
F02034,T036142,Identity Theft,122431
F02035,T047447,Card Fraud,382982
F02036,T000249,Phishing,403685
F02037,T016360,Money Laundering,170889
F02038,T030070,Identity Theft,186031
F02039,T032624,Money Laundering,281673
F02040,T025756,Money Laundering,384900
F02041,T035876,Money Laundering,35426
F02042,T000094,Identity Theft,240423
F02043,T016064,Phishing,356954
F02044,T012901,Card Fraud,244116
F02045,T011020,Identity Theft,297246
F02046,T049762,Money Laundering,318113
F02047,T005936,Identity Theft,444168
F02048,T041091,Identity Theft,299437
F02049,T046370,Identity Theft,392899
F02050,T044862,Identity Theft,337750
F02051,T015017,Phishing,469811
F02052,T021655,Card Fraud,440927
F02053,T018475,Card Fraud,176821
F02054,T006001,Phishing,204586
F02055,T027296,Identity Theft,201405
F02056,T001498,Identity Theft,328220
F02057,T005117,Phishing,410976
F02058,T034468,Identity Theft,96758
F02059,T032156,Card Fraud,394886
F02060,T028797,Phishing,268740
F02061,T044934,Identity Theft,140625
F02062,T039572,Identity Theft,181003
F02063,T022710,Phishing,374504
F02064,T037018,Card Fraud,128213
F02065,T047328,Money Laundering,58590
F02066,T036310,Phishing,213130
F02067,T028947,Identity Theft,466259
F02068,T007706,Money Laundering,86119
F02069,T006363,Card Fraud,158973
F02070,T032260,Identity Theft,264645
F02071,T049441,Identity Theft,309895
F02072,T034678,Money Laundering,345869
F02073,T045548,Identity Theft,6874
F02074,T011861,Identity Theft,9594
F02075,T004661,Identity Theft,232978
F02076,T018181,Money Laundering,209453
F02077,T008402,Phishing,448014
F02078,T005344,Card Fraud,363589
F02079,T041016,Card Fraud,155491
F02080,T046539,Identity Theft,241516
F02081,T032623,Phishing,291078
F02082,T026647,Phishing,236737
F02083,T046267,Phishing,237811
F02084,T026338,Identity Theft,152245
F02085,T010984,Card Fraud,167709
F02086,T013700,Money Laundering,255877
F02087,T007145,Identity Theft,277525
F02088,T041938,Card Fraud,423245
F02089,T021269,Money Laundering,28084
F02090,T034868,Money Laundering,344551
F02091,T013894,Money Laundering,386132
F02092,T033202,Identity Theft,459257
F02093,T033141,Identity Theft,152372
F02094,T023457,Phishing,275465
F02095,T031826,Phishing,211396
F02096,T027182,Card Fraud,269058
F02097,T002304,Money Laundering,198591
F02098,T024436,Phishing,301398
F02099,T030469,Identity Theft,282780
F02100,T008622,Phishing,71253
F02101,T022623,Identity Theft,353461
F02102,T000487,Phishing,427899
F02103,T017670,Identity Theft,444224
F02104,T039817,Money Laundering,224005
F02105,T032314,Identity Theft,251703
F02106,T033318,Phishing,166345
F02107,T027242,Money Laundering,166851
F02108,T016905,Identity Theft,210450
F02109,T016022,Phishing,363210
F02110,T049728,Card Fraud,84553
F02111,T042880,Phishing,457065
F02112,T014162,Phishing,301237
F02113,T023106,Identity Theft,15081
F02114,T019561,Phishing,32658
F02115,T018348,Identity Theft,125759
F02116,T005971,Money Laundering,404501
F02117,T007593,Phishing,207703
F02118,T001270,Identity Theft,189424
F02119,T044598,Phishing,368717
F02120,T012401,Identity Theft,301596
F02121,T008140,Card Fraud,239896
F02122,T007866,Phishing,492983
F02123,T016127,Money Laundering,427377
F02124,T009674,Card Fraud,76601
F02125,T000722,Phishing,483697
F02126,T017279,Card Fraud,387200
F02127,T036841,Card Fraud,92041
F02128,T041149,Identity Theft,416271
F02129,T035131,Card Fraud,94536
F02130,T001750,Identity Theft,343819
F02131,T023133,Phishing,99541
F02132,T022652,Identity Theft,404416
F02133,T028947,Money Laundering,382018
F02134,T028684,Card Fraud,158444
F02135,T040833,Identity Theft,118144
F02136,T017410,Money Laundering,166767
F02137,T031622,Card Fraud,288097
F02138,T025429,Phishing,168581
F02139,T027427,Phishing,440531
F02140,T022893,Identity Theft,24135
F02141,T026042,Identity Theft,419160
F02142,T042809,Identity Theft,411550
F02143,T012585,Phishing,270786
F02144,T013435,Card Fraud,454544
F02145,T024761,Card Fraud,154045
F02146,T026308,Money Laundering,90852
F02147,T014108,Card Fraud,127242
F02148,T015504,Card Fraud,378294
F02149,T014406,Phishing,398360
F02150,T042656,Phishing,154831
F02151,T028752,Card Fraud,234571
F02152,T001031,Identity Theft,463885
F02153,T002340,Phishing,429959
F02154,T010771,Identity Theft,476736
F02155,T045087,Identity Theft,216166
F02156,T029082,Money Laundering,344409
F02157,T018111,Money Laundering,434561
F02158,T012343,Money Laundering,486575
F02159,T030404,Phishing,312782
F02160,T049083,Identity Theft,340212
F02161,T005461,Money Laundering,389836
F02162,T045842,Money Laundering,478290
F02163,T004773,Money Laundering,71810
F02164,T049130,Card Fraud,271769
F02165,T037522,Card Fraud,127594
F02166,T020937,Money Laundering,354441
F02167,T035357,Phishing,111647
F02168,T031493,Money Laundering,380558
F02169,T001001,Money Laundering,213003
F02170,T011919,Identity Theft,490850
F02171,T000705,Identity Theft,87087
F02172,T009795,Money Laundering,393849
F02173,T041360,Money Laundering,127206
F02174,T032857,Money Laundering,448129
F02175,T020303,Identity Theft,174421
F02176,T023397,Phishing,132538
F02177,T049945,Identity Theft,414538
F02178,T047869,Card Fraud,10197
F02179,T030624,Card Fraud,267123
F02180,T029861,Money Laundering,2708
F02181,T037791,Phishing,190361
F02182,T005890,Card Fraud,282321
F02183,T033937,Identity Theft,403766
F02184,T034940,Identity Theft,285226
F02185,T029199,Card Fraud,82836
F02186,T004375,Money Laundering,66212
F02187,T037504,Identity Theft,318346
F02188,T027858,Money Laundering,398339
F02189,T047776,Money Laundering,280666
F02190,T017355,Phishing,489851
F02191,T028499,Money Laundering,151808
F02192,T047305,Money Laundering,149101
F02193,T026027,Phishing,387691
F02194,T033858,Phishing,466699
F02195,T015640,Identity Theft,275956
F02196,T002707,Money Laundering,150618
F02197,T040755,Identity Theft,422285
F02198,T009336,Money Laundering,4103
F02199,T032882,Money Laundering,330840
F02200,T006896,Money Laundering,76154
F02201,T018651,Identity Theft,75623
F02202,T047630,Money Laundering,155815
F02203,T011747,Phishing,241881
F02204,T044364,Card Fraud,292386
F02205,T026461,Phishing,125299
F02206,T047709,Phishing,405733
F02207,T018054,Money Laundering,69194
F02208,T000060,Identity Theft,3534
F02209,T047100,Card Fraud,363147
F02210,T009271,Card Fraud,232485
F02211,T014292,Money Laundering,26998
F02212,T021033,Phishing,290336
F02213,T017570,Money Laundering,454447
F02214,T024855,Phishing,34134
F02215,T039290,Phishing,482486
F02216,T020073,Card Fraud,462343
F02217,T035445,Money Laundering,364590
F02218,T045484,Identity Theft,137716
F02219,T045356,Card Fraud,427517
F02220,T002478,Money Laundering,302113
F02221,T009207,Card Fraud,493940
F02222,T046592,Money Laundering,474895
F02223,T033296,Identity Theft,14291
F02224,T036420,Card Fraud,327732
F02225,T049537,Money Laundering,110824
F02226,T025837,Card Fraud,355405
F02227,T020362,Card Fraud,483605
F02228,T017927,Identity Theft,280862
F02229,T039105,Identity Theft,300443
F02230,T040620,Phishing,255872
F02231,T003129,Identity Theft,452800
F02232,T041092,Money Laundering,139963
F02233,T008456,Card Fraud,234284
F02234,T029652,Phishing,429378
F02235,T000093,Card Fraud,22267
F02236,T036766,Phishing,327801
F02237,T029152,Identity Theft,33192
F02238,T044116,Identity Theft,288191
F02239,T002873,Card Fraud,358388
F02240,T022046,Identity Theft,400042
F02241,T014837,Money Laundering,276768
F02242,T033346,Card Fraud,273028
F02243,T037217,Card Fraud,404636
F02244,T044222,Identity Theft,326298
F02245,T047238,Identity Theft,276301
F02246,T017466,Card Fraud,416302
F02247,T038460,Card Fraud,271732
F02248,T019903,Phishing,211466
F02249,T007651,Money Laundering,190665
F02250,T029458,Money Laundering,211950
F02251,T014873,Identity Theft,221329
F02252,T039621,Money Laundering,259470
F02253,T001342,Identity Theft,272901
F02254,T036635,Money Laundering,443448
F02255,T014695,Money Laundering,468570
F02256,T044812,Money Laundering,48017
F02257,T047171,Phishing,341248
F02258,T019940,Phishing,22343
F02259,T045983,Identity Theft,23197
F02260,T033791,Card Fraud,421758
F02261,T040282,Phishing,195850
F02262,T020115,Money Laundering,375689
F02263,T030399,Phishing,18228
F02264,T032499,Phishing,367192
F02265,T035375,Card Fraud,178359
F02266,T031932,Phishing,240026
F02267,T049902,Identity Theft,57976
F02268,T023468,Card Fraud,284396
F02269,T033865,Identity Theft,225890
F02270,T033546,Money Laundering,403021
F02271,T017099,Identity Theft,159289
F02272,T007585,Card Fraud,4353
F02273,T039493,Identity Theft,330770
F02274,T044529,Money Laundering,31932
F02275,T024124,Identity Theft,126831
F02276,T016592,Identity Theft,197180
F02277,T004617,Identity Theft,417738
F02278,T039433,Identity Theft,297052
F02279,T022038,Money Laundering,398882
F02280,T048835,Money Laundering,69297
F02281,T048734,Identity Theft,428334
F02282,T016229,Card Fraud,366179
F02283,T028005,Phishing,387837
F02284,T043782,Money Laundering,61564
F02285,T019833,Identity Theft,242435
F02286,T029463,Money Laundering,115842
F02287,T000078,Identity Theft,98492
F02288,T003406,Money Laundering,180891
F02289,T009028,Phishing,219717
F02290,T040257,Money Laundering,138154
F02291,T013460,Phishing,77633
F02292,T014776,Phishing,372124
F02293,T029866,Card Fraud,234718
F02294,T034565,Phishing,168816
F02295,T022900,Card Fraud,16476
F02296,T045894,Money Laundering,337331
F02297,T031941,Phishing,198904
F02298,T031960,Identity Theft,442197
F02299,T004062,Card Fraud,362374
F02300,T039499,Money Laundering,37791
F02301,T036510,Card Fraud,15106
F02302,T030434,Money Laundering,35577
F02303,T038698,Phishing,476174
F02304,T009053,Phishing,148633
F02305,T047348,Card Fraud,53705
F02306,T034848,Phishing,136505
F02307,T003475,Identity Theft,265622
F02308,T017704,Card Fraud,119970
F02309,T045296,Card Fraud,406433
F02310,T041932,Phishing,225332
F02311,T046051,Money Laundering,441386
F02312,T033846,Identity Theft,241394
F02313,T005240,Identity Theft,110290
F02314,T038255,Money Laundering,415625
F02315,T025298,Identity Theft,216205
F02316,T036324,Phishing,332867
F02317,T008646,Money Laundering,65592
F02318,T018454,Identity Theft,489473
F02319,T029293,Phishing,86680
F02320,T001641,Money Laundering,124666
F02321,T030288,Phishing,399778
F02322,T010125,Money Laundering,225961
F02323,T016050,Money Laundering,478543
F02324,T034115,Card Fraud,206688
F02325,T009982,Money Laundering,421060
F02326,T025563,Card Fraud,360849
F02327,T045660,Money Laundering,63487
F02328,T014018,Money Laundering,11140
F02329,T041616,Card Fraud,154351
F02330,T045289,Identity Theft,233318
F02331,T049489,Phishing,298698
F02332,T006388,Money Laundering,470541
F02333,T019904,Identity Theft,139853
F02334,T040853,Money Laundering,395994
F02335,T018577,Card Fraud,231825
F02336,T029887,Money Laundering,157774
F02337,T013003,Card Fraud,411411
F02338,T025270,Phishing,334903
F02339,T048461,Phishing,218929
F02340,T041037,Card Fraud,130462
F02341,T014317,Card Fraud,292800
F02342,T040387,Card Fraud,413911
F02343,T043303,Card Fraud,113197
F02344,T021802,Identity Theft,401648
F02345,T042647,Money Laundering,38143
F02346,T031828,Identity Theft,16815
F02347,T026727,Money Laundering,345326
F02348,T020208,Card Fraud,495071
F02349,T021302,Card Fraud,32831
F02350,T024066,Identity Theft,456932
F02351,T024710,Identity Theft,347890
F02352,T046921,Phishing,451968
F02353,T016952,Money Laundering,107224
F02354,T040670,Money Laundering,85732
F02355,T015704,Card Fraud,163385
F02356,T033559,Phishing,297925
F02357,T026560,Card Fraud,332984
F02358,T043134,Card Fraud,84309
F02359,T035175,Identity Theft,191840
F02360,T022169,Phishing,346717
F02361,T034872,Card Fraud,286620
F02362,T022742,Identity Theft,150198
F02363,T030505,Phishing,154881
F02364,T048617,Identity Theft,472931
F02365,T041728,Money Laundering,16629
F02366,T049702,Card Fraud,228506
F02367,T010471,Phishing,171633
F02368,T004592,Money Laundering,36774
F02369,T031768,Identity Theft,360999
F02370,T037035,Money Laundering,333137
F02371,T028637,Identity Theft,202969
F02372,T043064,Phishing,313888
F02373,T031047,Money Laundering,485020
F02374,T037451,Card Fraud,335487
F02375,T018166,Money Laundering,284257
F02376,T035251,Identity Theft,42700
F02377,T023907,Phishing,490809
F02378,T016162,Card Fraud,381851
F02379,T025608,Money Laundering,344404
F02380,T047828,Money Laundering,459794
F02381,T045945,Identity Theft,262150
F02382,T009686,Phishing,318024
F02383,T047129,Card Fraud,345113
F02384,T043227,Money Laundering,343036
F02385,T045946,Card Fraud,138506
F02386,T048000,Phishing,198320
F02387,T043471,Phishing,254995
F02388,T047536,Phishing,351861
F02389,T034582,Card Fraud,345849
F02390,T004371,Money Laundering,377336
F02391,T037910,Card Fraud,237864
F02392,T047313,Money Laundering,117142
F02393,T011189,Phishing,391035
F02394,T012210,Identity Theft,405817
F02395,T021670,Phishing,326264
F02396,T044898,Money Laundering,159403
F02397,T044963,Identity Theft,206202
